onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
285	1.5	1	4500	Switch	Inc	0	0	Number	0.338	0.829
294	1.5	1	3000	Repeat	Con	10	1	Number	0.402	0.458
301.5	1.5	1	3000	Switch	Inc	0	1	Physical	0.321	0.696
309	1.5	1	3000	Switch	Inc	0	1	Number	0.315	0.596
316.5	1.5	1	3000	Repeat	Con	0	1	Number	0.581	0.432
324	1.5	1	3000	Switch	Inc	0	1	Physical	0.343	0.53
331.5	1.5	1	3000	Repeat	Con	0	1	Physical	0.419	0.562
339	1.5	1	3000	Switch	Inc	0	1	Number	0.321	0.507
346.5	1.5	1	3000	Switch	Inc	0	1	Physical	0.523	0.527
354	1.5	1	3000	Switch	Inc	0	1	Number	0.36	1.107
361.5	1.5	1	3000	Repeat	Inc	0	1	Number	0.549	0.44
369	1.5	1	3000	Repeat	Inc	0	1	Number	0.537	0.372
376.5	1.5	1	3000	Switch	Con	0	1	Physical	0.35	0.368
384	1.5	1	3000	Switch	Con	0	1	Number	0.314	0.384
391.5	1.5	1	3000	Switch	Con	0	1	Physical	0.689	0.62
399	1.5	1	3000	Repeat	Con	10	1	Physical	0.675	0.418
406.5	1.5	1	3000	Switch	Inc	0	1	Number	0.401	0.603
414	1.5	1	3000	Switch	Inc	0	1	Physical	0.365	0.571
421.5	1.5	1	3000	Switch	Con	0	1	Number	0.475	0.367
429	1.5	1	3000	Repeat	Inc	0	1	Number	0.523	0.437
436.5	1.5	1	3000	Switch	Con	0	1	Physical	0.387	0.688
444	1.5	1	3000	Switch	Con	0	1	Number	0.454	0.384
451.5	1.5	1	3000	Repeat	Con	0	1	Number	0.449	0.37
459	1.5	1	3000	Switch	Con	10	1	Physical	0.427	0.4
466.5	1.5	1	3000	Switch	Con	0	1	Number	0.541	0.533
474	1.5	1	3000	Switch	Inc	0	1	Physical	0.577	0.588
481.5	1.5	1	3000	Repeat	Inc	0	1	Physical	0.333	0.84
489	1.5	1	3000	Repeat	Con	0	1	Physical	0.416	0.429
0	1.5	2	3000	Switch	Inc	0	0	Number	0.346	0.744
7.5	1.5	2	3000	Repeat	Inc	10	1	Number	0.402	0.509
15	1.5	2	3000	Switch	Con	0	1	Physical	0.466	0.401
22.5	1.5	2	3000	Switch	Inc	10	1	Number	0.416	0.671
30	1.5	2	3000	Null	Inc	0	0	NoChoice	1.485	1.281
37.5	1.5	2	4500	Switch	Con	10	1	Physical	0.357	0.48
46.5	1.5	2	3000	Repeat	Con	0	1	Physical	0.87	0.523
54	1.5	2	3000	Repeat	Con	0	1	Physical	1.197	0.52
61.5	1.5	2	4500	Switch	Inc	0	1	Number	0.345	0.727
70.5	1.5	2	6000	Switch	Inc	0	1	Physical	0.363	0.742
81	1.5	2	3000	Switch	Inc	0	1	Number	0.367	0.582
88.5	1.5	2	3000	Switch	Inc	0	1	Physical	0.494	0.437
96	1.5	2	3000	Repeat	Con	0	1	Physical	0.38	0.805
103.5	1.5	2	3000	Repeat	Inc	0	1	Physical	0.364	0.749
111	1.5	2	3000	Repeat	Con	10	1	Physical	0.316	0.345
118.5	1.5	2	3000	Switch	Con	10	1	Number	0.561	0.614
126	1.5	2	7500	Repeat	Con	10	1	Number	0.442	0.461
138	1.5	2	3000	Switch	Con	0	1	Physical	0.482	0.516
145.5	1.5	2	3000	Repeat	Inc	0	1	Physical	0.519	0.577
153	1.5	2	3000	Switch	Con	0	1	Number	0.451	0.428
160.5	1.5	2	3000	Repeat	Con	0	1	Number	0.348	0.457
168	1.5	2	3000	Switch	Inc	0	1	Physical	0.558	0.597
175.5	1.5	2	3000	Switch	Inc	0	1	Number	0.457	0.654
183	1.5	2	3000	Switch	Inc	0	1	Physical	0.414	0.613
190.5	1.5	2	3000	Repeat	Con	0	1	Physical	0.393	0.361
198	1.5	2	3000	Switch	Inc	10	1	Number	0.427	0.453
205.5	1.5	2	3000	Switch	Con	10	1	Physical	0.528	0.408
213	1.5	2	3000	Repeat	Con	10	1	Physical	0.512	0.406
220.5	1.5	2	3000	Switch	Con	10	1	Number	0.328	0.442
228	1.5	2	3000	Repeat	Con	0	1	Number	0.307	0.389
235.5	1.5	2	3000	Switch	Con	10	1	Physical	0.989	0.451
243	1.5	2	3000	Repeat	Inc	0	0	Physical	0.896	0.485
250.5	1.5	2	3000	Switch	Con	0	1	Number	0.4	0.433
258	1.5	2	6000	Repeat	Inc	10	1	Number	0.407	0.588
268.5	1.5	2	3000	Switch	Inc	0	0	Physical	0.446	0.411
276	1.5	2	3000	Repeat	Con	0	1	Physical	0.337	0.457
283.5	1.5	2	3000	Repeat	Inc	0	1	Physical	0.327	0.573
291	1.5	2	4500	Switch	Con	10	1	Number	0.308	0.386
300	1.5	2	3000	Switch	Inc	0	1	Physical	0.342	0.73
307.5	1.5	2	3000	Switch	Inc	0	1	Number	0.456	0.438
315	1.5	2	4500	Repeat	Inc	0	1	Number	0.326	0.867
324	1.5	2	3000	Switch	Con	0	1	Physical	0.465	0.427
331.5	1.5	2	3000	Switch	Inc	0	1	Number	0.585	0.416
339	1.5	2	3000	Switch	Con	10	1	Physical	0.359	0.395
346.5	1.5	2	3000	Repeat	Inc	0	1	Physical	0.428	0.828
354	1.5	2	3000	Switch	Inc	0	1	Number	0.59	0.458
361.5	1.5	2	3000	Repeat	Inc	0	1	Number	0.362	0.445
369	1.5	2	3000	Switch	Con	0	1	Physical	0.365	0.408
376.5	1.5	2	3000	Switch	Con	0	1	Number	0.499	0.419
384	1.5	2	3000	Repeat	Inc	0	1	Number	0.287	0.636
391.5	1.5	2	3000	Repeat	Con	0	1	Number	0.361	0.458
399	1.5	2	3000	Switch	Inc	10	1	Physical	0.341	0.445
406.5	1.5	2	3000	Switch	Inc	0	1	Number	0.447	0.691
414	1.5	2	3000	Switch	Con	0	1	Physical	0.442	0.485
421.5	1.5	2	3000	Repeat	Inc	0	1	Physical	0.433	0.951
429	1.5	2	3000	Switch	Con	0	1	Number	0.645	0.538
436.5	1.5	2	3000	Switch	Inc	0	1	Physical	0.359	0.632
444	1.5	2	3000	Repeat	Con	10	1	Physical	0.392	0.381
451.5	1.5	2	3000	Repeat	Con	0	1	Physical	0.849	0.887
459	1.5	2	3000	Repeat	Con	0	1	Physical	0.311	0.463
466.5	1.5	2	3000	Switch	Con	0	1	Number	0.464	0.427
474	1.5	2	3000	Null	Inc	0	0	NoChoice	0	0
481.5	1.5	2	3000	Switch	Con	0	1	Number	0.581	0.465
489	1.5	2	3000	Repeat	Inc	0	1	Number	0.38	0.721
0	1.5	3	3000	Switch	Inc	0	1	Physical	0.414	0.547
7.5	1.5	3	3000	Switch	Inc	10	1	Number	0.329	0.637
15	1.5	3	4500	Repeat	Inc	0	1	Number	0.337	0.645
24	1.5	3	3000	Switch	Con	0	1	Physical	0.393	0.361
31.5	1.5	3	3000	Switch	Inc	0	1	Number	0.313	0.894
39	1.5	3	3000	Repeat	Inc	0	1	Number	0.797	0.993
46.5	1.5	3	3000	Switch	Con	10	1	Physical	0.308	0.425
54	1.5	3	3000	Repeat	Con	0	1	Physical	0.425	0.536
61.5	1.5	3	3000	Repeat	Inc	0	0	Physical	0.68	0.617
69	1.5	3	4500	Repeat	Con	10	1	Physical	0.322	0.395
78	1.5	3	3000	Repeat	Con	0	1	Physical	0.381	0.648
85.5	1.5	3	3000	Switch	Con	10	1	Number	0.53	0.433
93	1.5	3	3000	Switch	Inc	0	1	Physical	0.606	0.623
100.5	1.5	3	6000	Switch	Con	10	1	Number	0.414	0.417
111	1.5	3	3000	Repeat	Inc	0	1	Number	0.442	0.824
118.5	1.5	3	3000	Switch	Con	0	1	Physical	0.718	0.55
126	1.5	3	3000	Switch	Inc	0	1	Number	0.659	0.857
133.5	1.5	3	3000	Repeat	Inc	0	1	Number	0.633	0.621
141	1.5	3	3000	Switch	Inc	0	1	Physical	0.39	0.684
148.5	1.5	3	3000	Switch	Inc	0	1	Number	0.668	0.559
156	1.5	3	3000	Repeat	Inc	0	1	Number	0.427	0.495
163.5	1.5	3	3000	Switch	Inc	0	1	Physical	0.434	0.679
171	1.5	3	3000	Repeat	Con	0	1	Physical	0.444	0.525
178.5	1.5	3	3000	Switch	Con	10	1	Number	0.491	0.557
186	1.5	3	3000	Repeat	Con	10	1	Number	0.539	0.434
193.5	1.5	3	3000	Switch	Con	0	1	Physical	1.079	0.818
201	1.5	3	3000	Switch	Inc	0	1	Number	0.624	0.54
208.5	1.5	3	3000	Repeat	Inc	0	1	Number	0.639	0.488
216	1.5	3	3000	Repeat	Inc	10	1	Number	0.447	0.637
223.5	1.5	3	3000	Switch	Con	0	1	Physical	0.397	0.408
231	1.5	3	3000	Switch	Inc	0	1	Number	0.399	0.687
238.5	1.5	3	3000	Switch	Con	10	1	Physical	0.474	0.413
246	1.5	3	3000	Repeat	Con	0	1	Physical	0.942	0.582
253.5	1.5	3	3000	Null	Con	0	0	NoChoice	0	0
261	1.5	3	3000	Switch	Inc	10	1	Number	0.415	0.69
268.5	1.5	3	3000	Repeat	Con	0	1	Number	0.369	0.45
276	1.5	3	7500	Null	Inc	0	0	NoChoice	0	0
288	1.5	3	6000	Switch	Con	0	1	Physical	0.338	0.555
298.5	1.5	3	3000	Switch	Inc	10	1	Number	0.389	0.586
306	1.5	3	3000	Repeat	Con	0	1	Number	0.575	0.44
313.5	1.5	3	3000	Repeat	Inc	0	1	Number	1.322	0.789
321	1.5	3	3000	Switch	Con	0	1	Physical	0.519	0.523
328.5	1.5	3	3000	Switch	Con	0	1	Number	0.484	0.393
336	1.5	3	3000	Switch	Con	0	1	Physical	0.578	0.429
343.5	1.5	3	3000	Repeat	Con	0	1	Physical	0.421	0.45
351	1.5	3	3000	Switch	Inc	0	1	Number	0.356	0.475
358.5	1.5	3	3000	Switch	Con	0	1	Physical	0.316	0.432
366	1.5	3	4500	Switch	Con	0	1	Number	0.31	0.517
375	1.5	3	3000	Repeat	Inc	0	1	Number	0.369	0.517
382.5	1.5	3	3000	Repeat	Inc	0	1	Number	0.482	0.504
390	1.5	3	3000	Repeat	Con	0	1	Number	0.495	0.617
397.5	1.5	3	3000	Switch	Inc	0	1	Physical	0.737	0.911
405	1.5	3	3000	Repeat	Con	10	1	Physical	0.41	0.409
412.5	1.5	3	3000	Switch	Inc	0	1	Number	0.349	0.539
420	1.5	3	3000	Switch	Con	0	1	Physical	0.445	0.534
427.5	1.5	3	3000	Repeat	Con	10	1	Physical	0.428	0.415
435	1.5	3	3000	Switch	Inc	0	1	Number	0.433	0.57
442.5	1.5	3	3000	Repeat	Con	0	1	Number	1.016	0.461
450	1.5	3	3000	Switch	Con	0	1	Physical	0.418	0.508
457.5	1.5	3	3000	Switch	Inc	0	1	Number	0.508	0.63
465	1.5	3	3000	Switch	Inc	0	0	Physical	0.808	0.692
472.5	1.5	3	3000	Repeat	Inc	0	1	Physical	0.61	0.479
480	1.5	3	4500	Switch	Con	0	1	Number	0.376	0.472
489	1.5	3	3000	Repeat	Inc	0	1	Number	0.309	0.547
0	1.5	4	3000	Switch	Inc	0	1	Physical	0.385	0.542
7.5	1.5	4	3000	Repeat	Inc	0	1	Physical	0.321	0.367
15	1.5	4	3000	Switch	Con	0	1	Number	0.33	0.465
22.5	1.5	4	3000	Switch	Con	0	1	Physical	0.293	0.39
30	1.5	4	3000	Switch	Con	0	1	Number	0.627	0.526
37.5	1.5	4	3000	Repeat	Inc	0	1	Number	0.581	0.799
45	1.5	4	3000	Switch	Inc	0	1	Physical	0.62	0.681
52.5	1.5	4	3000	Switch	Inc	0	1	Number	0.396	0.475
60	1.5	4	3000	Repeat	Con	0	1	Number	0.574	0.417
67.5	1.5	4	3000	Repeat	Inc	10	1	Number	0.377	0.615
75	1.5	4	3000	Switch	Con	10	1	Physical	0.433	0.464
82.5	1.5	4	3000	Switch	Inc	10	1	Number	0.682	0.458
90	1.5	4	3000	Repeat	Con	10	1	Number	0.619	0.684
97.5	1.5	4	3000	Switch	Con	0	1	Physical	0.659	0.377
105	1.5	4	3000	Repeat	Inc	0	1	Physical	0.496	0.74
112.5	1.5	4	3000	Switch	Inc	0	0	Number	0.383	0.674
120	1.5	4	3000	Repeat	Con	0	1	Number	0.381	0.52
127.5	1.5	4	3000	Repeat	Con	10	1	Number	0.321	0.433
135	1.5	4	3000	Switch	Inc	0	1	Physical	0.443	0.694
142.5	1.5	4	3000	Repeat	Inc	0	1	Physical	1.038	1.128
150	1.5	4	3000	Switch	Con	10	1	Number	0.487	0.422
157.5	1.5	4	3000	Switch	Inc	0	1	Physical	0.478	0.578
165	1.5	4	3000	Repeat	Con	0	1	Physical	0.396	0.402
172.5	1.5	4	3000	Switch	Inc	0	1	Number	0.401	0.805
180	1.5	4	3000	Repeat	Inc	10	1	Number	0.412	0.679
187.5	1.5	4	3000	Switch	Con	0	1	Physical	0.463	0.416
195	1.5	4	6000	Switch	Inc	0	1	Number	0.591	0.873
205.5	1.5	4	3000	Repeat	Con	0	1	Number	0.397	0.532
213	1.5	4	3000	Switch	Inc	0	1	Physical	0.911	1.236
220.5	1.5	4	3000	Repeat	Inc	0	1	Physical	0.392	0.585
228	1.5	4	3000	Repeat	Con	0	1	Physical	0.38	0.478
235.5	1.5	4	6000	Switch	Con	0	1	Number	0.376	0.608
246	1.5	4	3000	Switch	Inc	0	1	Physical	0.338	1.137
253.5	1.5	4	3000	Null	Inc	0	0	NoChoice	0	0
261	1.5	4	3000	Switch	Con	10	1	Physical	0.305	0.405
268.5	1.5	4	3000	Switch	Con	10	1	Number	0.41	0.494
276	1.5	4	7500	Repeat	Con	10	1	Number	0.613	0.537
288	1.5	4	3000	Repeat	Inc	0	1	Number	0.662	0.591
295.5	1.5	4	3000	Repeat	Inc	0	1	Number	0.592	0.768
303	1.5	4	3000	Switch	Inc	0	1	Physical	0.366	0.655
310.5	1.5	4	3000	Repeat	Inc	0	1	Physical	0.409	0.823
318	1.5	4	3000	Null	Con	0	0	NoChoice	0	0
325.5	1.5	4	3000	Switch	Con	0	1	Number	0.375	0.466
333	1.5	4	4500	Switch	Con	10	1	Physical	0.388	0.464
342	1.5	4	3000	Switch	Inc	0	1	Number	0.361	0.537
349.5	1.5	4	3000	Switch	Inc	0	1	Physical	0.918	0.637
357	1.5	4	3000	Repeat	Con	10	1	Physical	0.388	0.424
364.5	1.5	4	3000	Switch	Inc	0	1	Number	0.51	0.626
372	1.5	4	4500	Repeat	Con	0	1	Number	0.481	0.471
381	1.5	4	3000	Switch	Con	0	1	Physical	0.345	0.507
388.5	1.5	4	3000	Repeat	Con	10	1	Physical	0.379	0.4
396	1.5	4	3000	Switch	Inc	0	1	Number	0.48	0.455
403.5	1.5	4	3000	Repeat	Inc	0	1	Number	0.603	0.475
411	1.5	4	3000	Repeat	Inc	0	1	Number	0.676	0.697
418.5	1.5	4	4500	Switch	Con	0	1	Physical	0.497	0.559
427.5	1.5	4	3000	Repeat	Con	0	1	Physical	0.453	0.467
435	1.5	4	4500	Switch	Con	0	1	Number	0.614	0.405
444	1.5	4	3000	Switch	Inc	0	1	Physical	0.376	0.934
451.5	1.5	4	3000	Repeat	Con	0	1	Physical	0.388	0.418
459	1.5	4	3000	Repeat	Con	10	1	Physical	0.368	0.455
466.5	1.5	4	3000	Switch	Inc	0	1	Number	0.475	0.511
474	1.5	4	3000	Repeat	Con	0	1	Number	0.392	0.475
481.5	1.5	4	3000	Switch	Inc	0	1	Physical	0.383	0.742
489	1.5	4	3000	Switch	Con	0	1	Number	0.439	0.457
0	1.5	5	3000	Repeat	Con	0	1	Number	0.475	0.507
7.5	1.5	5	3000	Switch	Con	10	1	Physical	0.424	0.395
15	1.5	5	3000	Repeat	Inc	0	1	Physical	0.477	0.7
22.5	1.5	5	6000	Switch	Inc	10	1	Number	0.377	0.41
33	1.5	5	3000	Switch	Inc	0	1	Physical	0.349	0.83
40.5	1.5	5	3000	Repeat	Con	0	1	Physical	0.513	0.608
48	1.5	5	3000	Switch	Inc	10	1	Number	0.386	0.56
55.5	1.5	5	3000	Repeat	Inc	0	1	Number	0.335	0.748
63	1.5	5	3000	Switch	Con	10	1	Physical	0.586	0.388
70.5	1.5	5	3000	Repeat	Inc	0	1	Physical	0.506	0.627
78	1.5	5	3000	Switch	Inc	10	1	Number	0.369	0.607
85.5	1.5	5	3000	Repeat	Inc	0	1	Number	0.324	0.692
93	1.5	5	3000	Switch	Inc	0	1	Physical	0.329	0.787
100.5	1.5	5	3000	Switch	Con	10	1	Number	0.286	0.403
108	1.5	5	3000	Repeat	Inc	10	1	Number	0.318	0.696
115.5	1.5	5	3000	Repeat	Inc	0	0	Number	0.543	1.173
123	1.5	5	3000	Switch	Inc	0	1	Physical	0.344	0.706
130.5	1.5	5	3000	Switch	Con	10	1	Number	0.389	0.419
138	1.5	5	3000	Switch	Con	0	1	Physical	0.617	0.547
145.5	1.5	5	3000	Switch	Con	0	1	Number	0.374	0.595
153	1.5	5	3000	Repeat	Con	0	1	Number	0.56	0.459
160.5	1.5	5	4500	Repeat	Con	10	1	Number	0.535	0.516
169.5	1.5	5	3000	Repeat	Con	0	1	Number	0.561	0.427
177	1.5	5	3000	Switch	Con	0	1	Physical	0.352	0.561
184.5	1.5	5	3000	Switch	Con	0	1	Number	0.301	0.421
192	1.5	5	3000	Switch	Inc	0	1	Physical	0.379	0.626
199.5	1.5	5	3000	Repeat	Con	10	1	Physical	0.46	0.418
207	1.5	5	6000	Repeat	Con	10	1	Physical	0.327	0.465
217.5	1.5	5	3000	Switch	Con	0	1	Number	0.572	0.812
225	1.5	5	3000	Switch	Inc	0	1	Physical	0.333	0.777
232.5	1.5	5	3000	Repeat	Con	0	1	Physical	0.36	0.486
240	1.5	5	3000	Repeat	Inc	0	1	Physical	0.388	0.589
247.5	1.5	5	4500	Switch	Inc	10	1	Number	0.33	0.511
256.5	1.5	5	3000	Repeat	Inc	0	1	Number	0.45	0.99
264	1.5	5	3000	Switch	Inc	0	1	Physical	0.654	0.673
271.5	1.5	5	3000	Repeat	Inc	0	1	Physical	0.581	0.507
279	1.5	5	3000	Switch	Con	0	1	Number	0.372	0.464
286.5	1.5	5	4500	Repeat	Con	0	1	Number	0.454	0.705
295.5	1.5	5	7500	Switch	Inc	0	1	Physical	0.392	0.707
307.5	1.5	5	3000	Switch	Con	0	1	Number	0.414	0.387
315	1.5	5	3000	Switch	Inc	0	0	Physical	0.405	0.632
322.5	1.5	5	3000	Switch	Inc	0	1	Number	0.533	0.822
330	1.5	5	3000	Switch	Inc	0	1	Physical	0.538	0.662
337.5	1.5	5	3000	Switch	Con	0	1	Number	0.463	0.436
345	1.5	5	4500	Switch	Con	10	1	Physical	0.645	0.39
354	1.5	5	3000	Repeat	Con	10	1	Physical	0.385	0.441
361.5	1.5	5	3000	Switch	Con	0	1	Number	0.413	0.566
369	1.5	5	3000	Switch	Con	0	1	Physical	0.313	0.412
376.5	1.5	5	3000	Switch	Inc	0	1	Number	0.323	0.475
384	1.5	5	3000	Repeat	Con	0	1	Number	0.445	0.699
391.5	1.5	5	3000	Switch	Inc	0	1	Physical	0.577	0.766
399	1.5	5	3000	Switch	Inc	0	1	Number	0.358	0.693
406.5	1.5	5	3000	Switch	Con	0	1	Physical	0.408	0.388
414	1.5	5	3000	Switch	Con	0	1	Number	0.337	0.415
421.5	1.5	5	3000	Repeat	Con	0	1	Number	0.487	0.571
429	1.5	5	3000	Repeat	Inc	0	1	Number	0.44	0.555
436.5	1.5	5	3000	Repeat	Inc	0	1	Number	0.42	0.518
444	1.5	5	3000	Switch	Inc	0	1	Physical	0.371	0.813
451.5	1.5	5	3000	Switch	Inc	0	1	Number	0.314	0.59
459	1.5	5	3000	Switch	Con	10	1	Physical	0.302	0.392
466.5	1.5	5	3000	Repeat	Con	0	1	Physical	0.607	0.414
474	1.5	5	3000	Repeat	Con	0	1	Physical	0.312	0.501
481.5	1.5	5	3000	Switch	Inc	0	1	Number	0.319	0.661
489	1.5	5	3000	Repeat	Inc	0	1	Number	0.416	0.533
