onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
466.5	1.5	1	3	Switch	Con	0	1	Number	0.479	0.623
474	1.5	1	3	Switch	Inc	0	1	Physical	0.331	0.801
481.5	1.5	1	3	Repeat	Inc	10	1	Physical	0.384	0.449
489	1.5	1	3	Switch	Con	0	1	Number	0.347	0.484
0	1.5	2	3	Repeat	Con	0	1	Number	1.021	0.495
7.5	1.5	2	3	Repeat	Inc	0	1	Number	0.643	0.682
15	1.5	2	3	Repeat	Con	10	1	Number	0.559	0.425
22.5	1.5	2	3	Repeat	Con	0	1	Number	0.387	0.455
30	1.5	2	3	Switch	Con	0	1	Physical	0.338	0.416
37.5	1.5	2	4.5	Switch	Inc	0	1	Number	0.41	0.596
46.5	1.5	2	3	Switch	Con	0	1	Physical	0.435	0.824
54	1.5	2	3	Repeat	Con	10	1	Physical	0.343	0.413
61.5	1.5	2	7.5	Repeat	Inc	0	1	Physical	0.548	0.483
73.5	1.5	2	3	Switch	Con	0	1	Number	0.408	0.457
81	1.5	2	3	Switch	Inc	10	1	Physical	0.613	0.407
88.5	1.5	2	3	Switch	Con	10	1	Number	0.428	0.428
96	1.5	2	3	Switch	Con	0	1	Physical	0.315	0.721
103.5	1.5	2	3	Switch	Inc	10	1	Number	0.409	0.56
111	1.5	2	3	Repeat	Inc	10	1	Number	0.321	0.576
118.5	1.5	2	3	Switch	Inc	10	1	Physical	0.524	0.448
126	1.5	2	3	Switch	Inc	0	1	Number	0.392	0.641
133.5	1.5	2	3	Switch	Con	10	1	Physical	0.342	0.45
141	1.5	2	4.5	Repeat	Inc	0	1	Physical	0.356	0.815
150	1.5	2	3	Repeat	Con	10	1	Physical	0.335	0.436
157.5	1.5	2	3	Repeat	Con	0	1	Physical	0.397	0.427
165	1.5	2	3	Switch	Inc	0	1	Number	0.374	0.834
172.5	1.5	2	3	Repeat	Con	0	1	Number	0.297	0.437
180	1.5	2	3	Switch	Con	10	1	Physical	0.329	0.434
187.5	1.5	2	3	Switch	Inc	0	1	Number	0.396	0.648
195	1.5	2	3	Switch	Con	0	1	Physical	0.34	0.416
202.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.377	0.47
210	1.5	2	3	Switch	Inc	0	1	Number	0.422	0.577
217.5	1.5	2	3	Switch	Con	0	1	Physical	0.393	0.407
225	1.5	2	3	Switch	Con	0	1	Number	0.424	0.484
232.5	1.5	2	3	Repeat	Con	0	1	Number	0.42	0.452
240	1.5	2	3	Repeat	Inc	10	1	Number	0.301	0.695
247.5	1.5	2	3	Repeat	Inc	10	1	Number	0.446	0.508
255	1.5	2	3	Switch	Con	0	1	Physical	0.434	0.403
262.5	1.5	2	3	Switch	Con	10	1	Number	0.32	0.478
270	1.5	2	3	Switch	Inc	0	1	Physical	0.601	0.426
277.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.347	0.551
285	1.5	2	3	Switch	Con	10	1	Number	0.318	0.522
292.5	1.5	2	3	Switch	Inc	0	1	Physical	0.349	0.486
300	1.5	2	4.5	Repeat	Inc	0	1	Physical	0.334	0.624
309	1.5	2	3	Repeat	Con	10	1	Physical	0.324	0.492
316.5	1.5	2	3	Repeat	Inc	10	1	Physical	0.755	0.464
324	1.5	2	3	Switch	Inc	0	0	Number	0.373	0.624
331.5	1.5	2	6	Repeat	Inc	0	1	Number	0.361	0.72
342	1.5	2	6	Repeat	Inc	0	1	Number	0.864	0.65
352.5	1.5	2	3	Switch	Inc	0	1	Physical	0.45	0.69
360	1.5	2	3	Switch	Con	0	1	Number	0.389	0.597
367.5	1.5	2	3	Switch	Inc	0	1	Physical	0.362	0.587
375	1.5	2	3	Switch	Inc	0	1	Number	0.407	0.595
382.5	1.5	2	3	Switch	Con	0	1	Physical	0.402	0.476
390	1.5	2	3	Switch	Con	0	1	Number	0.42	0.495
397.5	1.5	2	3	Repeat	Inc	0	1	Number	0.46	0.603
405	1.5	2	3	Switch	Con	0	1	Physical	0.32	0.4
412.5	1.5	2	3	Switch	Con	0	1	Number	0.324	0.525
420	1.5	2	3	Repeat	Con	0	1	Number	0.37	0.626
427.5	1.5	2	3	Repeat	Inc	0	1	Number	0.306	0.581
435	1.5	2	3	Switch	Con	0	1	Physical	0.396	0.515
442.5	1.5	2	3	Repeat	Con	0	1	Physical	0.339	0.489
450	1.5	2	3	Switch	Inc	0	1	Number	0.471	0.673
457.5	1.5	2	4.5	Switch	Con	0	1	Physical	0.613	0.64
466.5	1.5	2	3	Switch	Inc	0	1	Number	0.354	0.638
474	1.5	2	3	Switch	Con	0	1	Physical	0.341	0.415
481.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.57	0.466
489	1.5	2	3	Repeat	Inc	0	1	Physical	0.359	0.461
0	1.5	3	3	Switch	Inc	0	1	Number	1.278	1.1
7.5	1.5	3	4.5	Repeat	Con	0	1	Number	0.336	0.62
16.5	1.5	3	3	Switch	Inc	0	1	Physical	0.585	0.571
24	1.5	3	3	Repeat	Inc	0	1	Physical	0.504	0.539
31.5	1.5	3	3	Switch	Inc	10	1	Number	0.381	0.595
39	1.5	3	3	Repeat	Inc	0	1	Number	0.408	0.85
46.5	1.5	3	3	Switch	Inc	0	1	Physical	0.381	0.705
54	1.5	3	3	Repeat	Con	0	1	Physical	0.393	0.609
61.5	1.5	3	3	Repeat	Inc	0	1	Physical	1.051	0.785
69	1.5	3	3	Repeat	Con	0	1	Physical	0.564	0.518
76.5	1.5	3	3	Switch	Con	0	1	Number	0.363	0.57
84	1.5	3	3	Switch	Con	0	1	Physical	0.427	0.439
91.5	1.5	3	3	Switch	Inc	10	1	Number	0.473	0.567
99	1.5	3	3	Repeat	Con	10	1	Number	0.493	0.454
106.5	1.5	3	3	Repeat	Inc	0	1	Number	0.611	0.678
114	1.5	3	3	Repeat	Con	10	1	Number	0.413	0.476
121.5	1.5	3	3	Repeat	Inc	0	1	Number	0.403	0.562
129	1.5	3	3	Repeat	Inc	0	1	Number	0.352	0.578
136.5	1.5	3	3	Switch	Con	0	1	Physical	0.424	0.385
144	1.5	3	3	Switch	Con	10	1	Number	0.353	0.461
151.5	1.5	3	3	Switch	Inc	10	1	Physical	0.395	0.462
159	1.5	3	3	Repeat	Inc	0	1	Physical	0.442	0.4
166.5	1.5	3	6	Repeat	Inc	10	1	Physical	0.569	0.488
177	1.5	3	3	Switch	Con	10	1	Number	0.352	0.446
184.5	1.5	3	3	Repeat	Inc	0	1	Number	0.447	0.904
192	1.5	3	3	Switch	Con	10	1	Physical	0.381	0.492
199.5	1.5	3	3	Switch	Con	0	1	Number	0.487	0.64
207	1.5	3	3	Switch	Con	10	1	Physical	0.37	0.421
214.5	1.5	3	3	Repeat	Con	0	1	Physical	0.467	0.669
222	1.5	3	3	Repeat	Inc	0	1	Physical	0.484	0.921
229.5	1.5	3	3	Switch	Inc	0	1	Number	0.554	0.62
237	1.5	3	3	Repeat	Con	10	1	Number	0.336	0.432
244.5	1.5	3	3	Switch	Con	10	1	Physical	0.391	0.394
252	1.5	3	7.5	Repeat	Con	0	1	Physical	0.406	0.542
264	1.5	3	3	Repeat	Inc	0	1	Physical	0.414	0.446
271.5	1.5	3	3	Switch	Inc	10	1	Number	0.488	0.571
279	1.5	3	3	Repeat	Inc	0	1	Number	0.4	0.549
286.5	1.5	3	3	Switch	Con	10	1	Physical	0.318	0.349
294	1.5	3	4.5	Switch	Inc	0	1	Number	0.366	0.815
303	1.5	3	3	Repeat	Inc	0	1	Number	0.401	0.561
310.5	1.5	3	3	Switch	Con	0	1	Physical	0.365	0.345
318	1.5	3	3	Switch	Inc	0	1	Number	0.374	0.687
325.5	1.5	3	3	Repeat	Inc	0	1	Number	0.343	0.595
333	1.5	3	3	Repeat	Con	0	1	Number	0.36	0.464
340.5	1.5	3	3	Repeat	Con	0	1	Number	0.603	0.45
348	1.5	3	4.5	Repeat	Con	0	1	Number	0.333	0.481
357	1.5	3	3	Switch	Inc	0	1	Physical	0.321	0.62
364.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.478	0.428
372	1.5	3	3	Switch	Con	0	1	Number	0.349	0.519
379.5	1.5	3	3	Switch	Inc	0	1	Physical	0.359	0.458
387	1.5	3	4.5	Repeat	Inc	0	1	Physical	0.418	0.613
396	1.5	3	3	Repeat	Inc	10	1	Physical	0.377	0.456
403.5	1.5	3	3	Switch	Con	0	1	Number	0.433	0.411
411	1.5	3	3	Switch	Inc	0	1	Physical	0.397	0.45
418.5	1.5	3	3	Repeat	Con	10	1	Physical	0.728	0.478
426	1.5	3	6	Switch	Con	0	1	Number	0.38	0.421
436.5	1.5	3	3	Repeat	Con	0	1	Number	0.609	0.452
444	1.5	3	3	Switch	Inc	0	1	Physical	0.385	0.483
451.5	1.5	3	3	Repeat	Con	0	1	Physical	0.53	0.357
459	1.5	3	3	Repeat	Con	0	1	Physical	0.372	0.318
466.5	1.5	3	3	Repeat	Con	0	1	Physical	0.362	0.463
474	1.5	3	3	Switch	Con	0	1	Number	0.38	0.372
481.5	1.5	3	3	Switch	Con	0	1	Physical	0.456	0.338
489	1.5	3	3	Switch	Inc	0	1	Number	0.36	0.514
0	1.5	4	3	Switch	Inc	0	1	Physical	0.466	0.438
7.5	1.5	4	3	Repeat	Con	10	1	Physical	0.372	0.487
15	1.5	4	3	Switch	Inc	0	1	Number	0.896	0.592
22.5	1.5	4	4.5	Repeat	Inc	10	1	Number	0.447	0.536
31.5	1.5	4	3	Repeat	Con	0	1	Number	0.368	0.416
39	1.5	4	3	Switch	Con	10	1	Physical	0.344	0.39
46.5	1.5	4	3	Switch	Inc	0	1	Number	0.371	0.534
54	1.5	4	3	Switch	Inc	0	1	Physical	0.459	0.84
61.5	1.5	4	3	Switch	Inc	0	1	Number	0.364	0.512
69	1.5	4	3	Switch	Con	10	1	Physical	0.382	0.434
76.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.386	0.447
84	1.5	4	3	Switch	Con	10	1	Number	0.331	0.53
91.5	1.5	4	3	Switch	Con	0	1	Physical	0.39	0.442
99	1.5	4	3	Repeat	Con	0	1	Physical	0.398	0.494
106.5	1.5	4	3	Repeat	Con	0	1	Physical	0.399	0.49
114	1.5	4	3	Switch	Con	0	1	Number	0.372	0.473
121.5	1.5	4	3	Repeat	Con	10	1	Number	0.724	0.419
129	1.5	4	3	Switch	Inc	0	1	Physical	0.38	0.755
136.5	1.5	4	3	Switch	Inc	0	1	Number	0.361	0.574
144	1.5	4	3	Repeat	Inc	0	1	Number	0.348	0.646
151.5	1.5	4	3	Repeat	Con	0	1	Number	0.391	0.417
159	1.5	4	3	Repeat	Con	10	1	Number	0.44	0.481
166.5	1.5	4	3	Repeat	Inc	0	1	Number	0.305	0.601
174	1.5	4	3	Switch	Inc	0	1	Physical	0.348	0.541
181.5	1.5	4	3	Switch	Inc	0	1	Number	0.373	0.54
189	1.5	4	3	Switch	Con	10	1	Physical	0.336	0.406
196.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.504	0.495
204	1.5	4	3	Switch	Inc	0	1	Number	0.673	0.744
211.5	1.5	4	3	Switch	Inc	0	1	Physical	0.509	0.439
219	1.5	4	6	Switch	Inc	0	1	Number	0.516	0.705
229.5	1.5	4	3	Repeat	Con	10	1	Number	0.409	0.471
237	1.5	4	3	Switch	Inc	0	1	Physical	0.45	0.685
244.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.405	0.764
252	1.5	4	4.5	Repeat	Con	0	1	Physical	0.3	0.415
261	1.5	4	3	Repeat	Con	10	1	Physical	0.349	0.451
268.5	1.5	4	3	Switch	Inc	0	1	Number	0.416	0.514
276	1.5	4	3	Switch	Con	0	1	Physical	0.362	0.408
283.5	1.5	4	3	Switch	Con	10	1	Number	0.519	0.465
291	1.5	4	3	Repeat	Inc	10	1	Number	0.415	0.538
298.5	1.5	4	4.5	Switch	Inc	10	1	Physical	0.608	0.46
307.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.395	0.439
315	1.5	4	3	Switch	Inc	10	1	Number	0.675	0.565
322.5	1.5	4	6	Switch	Inc	0	1	Physical	0.358	0.622
333	1.5	4	3	Switch	Inc	0	1	Number	0.568	0.753
340.5	1.5	4	3	Repeat	Con	0	1	Number	0.531	0.454
348	1.5	4	3	Repeat	Con	0	1	Number	0.407	0.432
355.5	1.5	4	3	Switch	Inc	0	1	Physical	0.557	0.727
363	1.5	4	3	Repeat	Inc	0	1	Physical	0.61	0.366
370.5	1.5	4	3	Switch	Con	0	1	Number	0.397	0.691
378	1.5	4	3	Switch	Con	0	1	Physical	0.363	0.425
385.5	1.5	4	4.5	Switch	Con	0	1	Number	0.346	0.457
394.5	1.5	4	3	Switch	Con	0	1	Physical	0.295	0.814
402	1.5	4	3	Switch	Con	0	1	Number	0.34	0.444
409.5	1.5	4	3	Switch	Inc	10	1	Physical	0.328	0.489
417	1.5	4	3	Repeat	Con	0	1	Physical	0.373	0.501
424.5	1.5	4	3	Repeat	Inc	10	1	Physical	0.445	0.446
432	1.5	4	3	Repeat	Con	0	1	Physical	0.34	0.463
439.5	1.5	4	7.5	Repeat	Con	0	1	Physical	0.332	0.355
451.5	1.5	4	3	Repeat	Con	0	1	Physical	0.412	0.53
459	1.5	4	3	Repeat	Con	0	1	Physical	0.554	0.448
466.5	1.5	4	3	Switch	Inc	0	1	Number	0.339	0.892
474	1.5	4	3	Switch	Inc	0	1	Physical	0.319	0.404
481.5	1.5	4	3	Repeat	Con	0	1	Physical	0.354	0.467
489	1.5	4	3	Switch	Con	0	1	Number	0.487	0.484
0	1.5	5	3	Switch	Inc	0	1	Physical	0.427	0.825
7.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.326	0.436
15	1.5	5	3	Repeat	Con	10	1	Physical	0.298	0.394
22.5	1.5	5	6	Repeat	Con	0	1	Physical	0.26	0.433
33	1.5	5	4.5	Switch	Inc	0	1	Number	0.374	0.843
42	1.5	5	3	Switch	Inc	10	1	Physical	0.342	0.412
49.5	1.5	5	3	Switch	Con	0	1	Number	0.457	0.448
57	1.5	5	3	Repeat	Inc	10	1	Number	0.36	0.629
64.5	1.5	5	3	Switch	Con	10	1	Physical	0.391	0.439
72	1.5	5	3	Switch	Con	0	1	Number	0.433	0.454
79.5	1.5	5	3	Repeat	Inc	10	1	Number	0.359	0.602
87	1.5	5	3	Repeat	Inc	10	1	Number	0.377	0.598
94.5	1.5	5	7.5	Switch	Inc	0	1	Physical	0.304	0.409
106.5	1.5	5	3	Switch	Inc	10	1	Number	0.386	0.546
114	1.5	5	3	Switch	Con	0	1	Physical	0.715	0.5
121.5	1.5	5	3	Switch	Con	0	1	Number	0.549	0.441
129	1.5	5	3	Switch	Inc	0	1	Physical	0.325	0.48
136.5	1.5	5	3	Repeat	Con	10	1	Physical	0.57	0.406
144	1.5	5	3	Repeat	Con	10	1	Physical	0.593	0.435
151.5	1.5	5	3	Repeat	Con	0	1	Physical	0.482	0.457
159	1.5	5	3	Switch	Inc	10	1	Number	0.375	0.62
166.5	1.5	5	6	Repeat	Inc	0	1	Number	0.47	0.548
177	1.5	5	3	Switch	Inc	0	1	Physical	0.352	0.742
184.5	1.5	5	3	Switch	Con	0	1	Number	0.357	0.482
192	1.5	5	3	Repeat	Con	0	1	Number	0.361	0.404
199.5	1.5	5	3	Repeat	Con	10	1	Number	0.568	0.473
207	1.5	5	3	Repeat	Con	0	1	Number	0.503	0.443
214.5	1.5	5	3	Repeat	Con	0	1	Number	0.592	0.497
222	1.5	5	3	Switch	Con	10	1	Physical	0.444	0.39
229.5	1.5	5	3	Switch	Inc	0	1	Number	0.4	0.853
237	1.5	5	3	Switch	Con	0	1	Physical	0.544	0.455
244.5	1.5	5	4.5	Repeat	Inc	0	1	Physical	0.495	0.565
253.5	1.5	5	4.5	Switch	Con	10	1	Number	0.346	0.658
262.5	1.5	5	3	Repeat	Con	0	1	Number	0.462	0.483
270	1.5	5	3	Repeat	Inc	10	1	Number	0.643	0.6
277.5	1.5	5	3	Switch	Con	0	1	Physical	0.489	0.42
285	1.5	5	3	Switch	Con	0	1	Number	0.592	0.42
292.5	1.5	5	3	Repeat	Inc	0	1	Number	0.416	0.552
300	1.5	5	3	Switch	Inc	0	1	Physical	0.358	0.678
307.5	1.5	5	3	Switch	Con	0	1	Number	0.333	0.407
315	1.5	5	3	Switch	Inc	0	1	Physical	0.344	0.362
322.5	1.5	5	3	Repeat	Con	10	1	Physical	0.418	0.458
330	1.5	5	3	Switch	Inc	0	1	Number	0.57	0.525
337.5	1.5	5	3	Switch	Con	10	1	Physical	0.366	0.361
345	1.5	5	4.5	Switch	Inc	0	1	Number	0.423	0.659
354	1.5	5	3	Repeat	Con	0	1	Number	0.394	0.497
361.5	1.5	5	3	Repeat	Con	0	1	Number	0.311	0.438
369	1.5	5	3	Switch	Inc	0	1	Physical	0.352	0.427
376.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.506	0.469
384	1.5	5	3	Switch	Inc	0	1	Number	0.33	0.795
391.5	1.5	5	3	Switch	Inc	0	1	Physical	0.425	0.381
399	1.5	5	3	Switch	Con	0	1	Number	0.355	0.47
406.5	1.5	5	3	Repeat	Inc	0	1	Number	0.344	0.538
414	1.5	5	3	Switch	Inc	0	1	Physical	0.35	0.415
421.5	1.5	5	3	Switch	Con	0	1	Number	0.483	0.507
429	1.5	5	3	Switch	Inc	0	1	Physical	0.386	0.439
436.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.328	0.595
444	1.5	5	3	Repeat	Inc	0	1	Physical	0.413	0.445
451.5	1.5	5	3	Switch	Con	0	1	Number	0.374	0.589
459	1.5	5	3	Switch	Con	0	1	Physical	0.361	0.411
466.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.609	0.42
474	1.5	5	3	Repeat	Con	0	1	Physical	0.324	0.384
481.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.331	0.665
489	1.5	5	3	Repeat	Con	0	1	Physical	1.209	0.523
