onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
303	1.5	3	3	Switch	Con	0	0	Number	0.321	0.406
310.5	1.5	3	3	Repeat	Con	0	1	Number	0.361	0.373
318	1.5	3	7.5	Repeat	Con	10	1	Number	0.197	0.358
330	1.5	3	3	Switch	Con	0	1	Physical	0.354	0.392
337.5	1.5	3	3	Switch	Con	10	1	Number	0.315	0.392
345	1.5	3	3	Switch	Inc	0	0	Physical	0.539	0.385
352.5	1.5	3	3	Repeat	Con	0	1	Physical	0.313	0.382
360	1.5	3	4.5	Repeat	Inc	0	1	Physical	0.118	0.345
369	1.5	3	3	Repeat	Con	0	1	Physical	0.286	0.327
376.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.268	0.338
384	1.5	3	3	Switch	Inc	0	0	Number	0.244	0.363
391.5	1.5	3	3	Switch	Inc	0	0	Physical	0.274	0.366
399	1.5	3	3	Switch	Con	0	1	Number	0.283	0.382
406.5	1.5	3	3	Repeat	Inc	0	0	Number	0.275	0.374
414	1.5	3	3	Switch	Con	0	1	Physical	0.256	0.358
421.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.352	0.368
429	1.5	3	3	Switch	Con	0	1	Number	0.314	0.411
436.5	1.5	3	3	Switch	Con	0	1	Physical	0.29	0.374
444	1.5	3	3	Repeat	Con	0	1	Physical	0.285	0.402
451.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.383	0.479
459	1.5	3	3	Switch	Con	0	1	Number	0.306	0.386
466.5	1.5	3	3	Repeat	Inc	0	1	Number	0.33	0.405
474	1.5	3	3	Switch	Con	0	1	Physical	0.397	0.354
481.5	1.5	3	3	Switch	Con	0	1	Number	0.279	0.423
489	1.5	3	3	Repeat	Inc	0	1	Number	0.289	0.417
0	1.5	4	3	Switch	Con	10	1	Physical	0.842	0.394
7.5	1.5	4	3	Switch	Con	0	1	Number	0.279	0.494
15	1.5	4	3	Repeat	Con	10	1	Number	0.113	0.408
22.5	1.5	4	3	Switch	Con	10	1	Physical	0.373	0.319
30	1.5	4	4.5	Switch	Inc	0	1	Number	0.253	0.53
39	1.5	4	3	Switch	Inc	10	1	Physical	0.301	0.328
46.5	1.5	4	3	Repeat	Con	0	1	Physical	0.322	0.31
54	1.5	4	3	Repeat	Inc	10	1	Physical	0.304	0.328
61.5	1.5	4	3	Switch	Inc	10	1	Number	0.331	0.374
69	1.5	4	3	Repeat	Inc	0	1	Number	0.305	0.415
76.5	1.5	4	3	Switch	Con	0	1	Physical	0.316	0.36
84	1.5	4	3	Repeat	Inc	10	1	Physical	0.272	0.335
91.5	1.5	4	3	Switch	Con	0	1	Number	0.316	0.356
99	1.5	4	3	Switch	Inc	10	1	Physical	0.275	0.355
106.5	1.5	4	3	Switch	Con	0	1	Number	0.397	0.352
114	1.5	4	3	Repeat	Con	0	1	Number	0.324	0.355
121.5	1.5	4	3	Repeat	Inc	10	1	Number	0.31	0.367
129	1.5	4	3	Repeat	Con	10	1	Number	0.301	0.398
136.5	1.5	4	3	Switch	Inc	0	1	Physical	0.313	0.346
144	1.5	4	3	Repeat	Con	0	1	Physical	0.347	0.346
151.5	1.5	4	3	Switch	Inc	0	0	Number	0.313	0.373
159	1.5	4	3	Repeat	Inc	0	1	Number	0.281	0.436
166.5	1.5	4	3	Switch	Con	10	1	Physical	0.338	0.357
174	1.5	4	3	Switch	Con	0	0	Number	0.303	0.383
181.5	1.5	4	3	Switch	Con	0	1	Physical	0.272	0.357
189	1.5	4	3	Repeat	Con	10	1	Physical	0.295	0.368
196.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.389	0.385
204	1.5	4	3	Switch	Con	0	0	Number	0.257	0.372
211.5	1.5	4	3	Null	Inc	0	0	NoChoice	0	0.448
219	1.5	4	3	Switch	Inc	0	1	Physical	0.424	0.408
226.5	1.5	4	3	Repeat	Con	0	1	Physical	0.337	0.415
234	1.5	4	3	Switch	Inc	0	0	Number	0.252	0.479
241.5	1.5	4	3	Switch	Con	0	1	Physical	0.389	0.361
249	1.5	4	3	Switch	Inc	10	1	Number	0.268	0.382
256.5	1.5	4	3	Repeat	Inc	0	1	Number	0.323	0.384
264	1.5	4	3	Repeat	Inc	0	1	Number	0.295	0.448
271.5	1.5	4	3	Repeat	Inc	0	0	Number	0.27	0.358
279	1.5	4	3	Repeat	Inc	0	1	Number	0.296	0.354
286.5	1.5	4	3	Switch	Inc	0	0	Physical	0.254	0.529
294	1.5	4	3	Repeat	Con	0	1	Physical	0.272	0.342
301.5	1.5	4	7.5	Switch	Inc	0	1	Number	0.29	0.416
313.5	1.5	4	3	Switch	Inc	0	0	Physical	0.311	0.476
321	1.5	4	3	Switch	Inc	0	1	Number	0.367	0.43
328.5	1.5	4	3	Switch	Con	0	1	Physical	0.29	0.337
336	1.5	4	3	Repeat	Con	0	1	Physical	0.283	0.376
343.5	1.5	4	4.5	Repeat	Inc	0	1	Physical	0.321	0.362
352.5	1.5	4	3	Switch	Con	0	1	Number	0.316	0.379
360	1.5	4	3	Switch	Con	0	1	Physical	0.285	0.325
367.5	1.5	4	3	Switch	Inc	0	1	Number	0.275	0.427
375	1.5	4	3	Repeat	Con	0	0	Number	0.281	0.431
382.5	1.5	4	3	Repeat	Inc	0	0	Number	0.267	0.36
390	1.5	4	3	Repeat	Con	10	1	Number	0.399	0.494
397.5	1.5	4	3	Switch	Con	0	1	Physical	0.363	0.353
405	1.5	4	3	Switch	Inc	0	1	Number	0.305	0.467
412.5	1.5	4	3	Switch	Con	0	1	Physical	0.292	0.415
420	1.5	4	3	Switch	Con	10	1	Number	0.297	0.396
427.5	1.5	4	3	Repeat	Con	0	1	Number	0.33	0.443
435	1.5	4	3	Switch	Inc	0	1	Physical	0.322	0.364
442.5	1.5	4	4.5	Repeat	Inc	0	1	Physical	0.364	0.353
451.5	1.5	4	3	Repeat	Con	0	1	Physical	0.284	0.342
459	1.5	4	6	Repeat	Con	0	1	Physical	0.274	0.364
469.5	1.5	4	3	Switch	Inc	10	1	Number	0.282	0.424
477	1.5	4	6	Switch	Inc	0	1	Physical	0.334	0.372
487.5	1.5	4	4.5	Switch	Con	0	1	Number	0.306	0.368
0	1.5	5	3	Repeat	Inc	10	1	Number	0.296	0.379
7.5	1.5	5	3	Switch	Con	0	1	Physical	0.32	0.362
15	1.5	5	3	Repeat	Con	10	1	Physical	0.286	0.371
22.5	1.5	5	3	Repeat	Con	10	1	Physical	0.363	0.348
30	1.5	5	3	Switch	Con	0	1	Number	0.287	0.383
37.5	1.5	5	3	Repeat	Con	10	1	Number	0.326	0.392
45	1.5	5	3	Switch	Inc	0	0	Physical	0.372	0.455
52.5	1.5	5	4.5	Switch	Con	10	1	Number	0.295	0.342
61.5	1.5	5	3	Repeat	Con	10	1	Number	0.273	0.372
69	1.5	5	6	Switch	Con	0	1	Physical	0.29	0.341
79.5	1.5	5	3	Switch	Inc	0	0	Number	0.302	0.363
87	1.5	5	4.5	Switch	Inc	0	1	Physical	0.296	0.478
96	1.5	5	3	Repeat	Con	10	1	Physical	0.293	0.368
103.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.344	0.321
111	1.5	5	3	Switch	Con	10	1	Number	0.258	0.33
118.5	1.5	5	3	Repeat	Inc	0	1	Number	0.335	0.414
126	1.5	5	3	Repeat	Con	0	1	Number	0.273	0.356
133.5	1.5	5	3	Repeat	Con	0	1	Number	0.294	0.421
141	1.5	5	3	Switch	Inc	0	1	Physical	0.351	0.342
148.5	1.5	5	3	Switch	Inc	10	1	Number	0.268	0.448
156	1.5	5	3	Switch	Inc	0	1	Physical	0.379	0.375
163.5	1.5	5	3	Repeat	Con	10	1	Physical	0.352	0.369
171	1.5	5	3	Switch	Con	0	1	Number	0.237	0.452
178.5	1.5	5	3	Repeat	Inc	0	0	Number	0.309	0.41
186	1.5	5	3	Switch	Con	0	1	Physical	0.506	0.37
193.5	1.5	5	3	Repeat	Con	0	1	Physical	0.367	0.394
201	1.5	5	3	Repeat	Inc	0	1	Physical	0.265	0.735
208.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.435	0.388
216	1.5	5	3	Switch	Inc	10	1	Number	0.321	0.382
223.5	1.5	5	3	Switch	Inc	10	1	Physical	0.33	0.341
231	1.5	5	3	Switch	Con	0	1	Number	0.32	0.469
238.5	1.5	5	3	Repeat	Inc	0	1	Number	0.336	0.4
246	1.5	5	3	Repeat	Inc	10	1	Number	0.329	0.428
253.5	1.5	5	3	Switch	Inc	0	0	Physical	0.533	0.537
261	1.5	5	3	Repeat	Inc	0	1	Physical	0.303	0.513
268.5	1.5	5	3	Switch	Inc	0	1	Number	0.281	0.476
276	1.5	5	3	Switch	Con	10	1	Physical	0.389	0.358
283.5	1.5	5	3	Repeat	Con	10	1	Physical	0.296	0.353
291	1.5	5	3	Repeat	Con	10	1	Physical	0.452	0.335
298.5	1.5	5	3	Repeat	Con	0	1	Physical	0.294	0.352
306	1.5	5	3	Switch	Con	0	0	Number	0.311	0.384
313.5	1.5	5	6	Repeat	Inc	0	1	Number	0.265	0.443
324	1.5	5	3	Switch	Con	0	0	Physical	0.481	0.405
331.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.268	0.353
339	1.5	5	3	Switch	Inc	0	0	Number	0.298	0.493
346.5	1.5	5	3	Switch	Inc	0	1	Physical	0.325	0.47
354	1.5	5	3	Switch	Con	0	0	Number	0.28	0.379
361.5	1.5	5	3	Repeat	Inc	0	1	Number	0.331	0.461
369	1.5	5	3	Repeat	Inc	0	1	Number	0.305	0.495
376.5	1.5	5	3	Repeat	Inc	0	1	Number	0.289	0.47
384	1.5	5	3	Switch	Con	0	1	Physical	0.299	0.367
391.5	1.5	5	3	Repeat	Con	0	1	Physical	0.291	0.329
399	1.5	5	3	Switch	Inc	0	0	Number	0.3	0.456
406.5	1.5	5	4.5	Switch	Inc	0	1	Physical	0.329	0.471
415.5	1.5	5	3	Switch	Con	0	1	Number	0.288	0.388
423	1.5	5	3	Repeat	Con	0	0	Number	0.319	0.397
430.5	1.5	5	3	Switch	Inc	0	1	Physical	0.48	0.416
438	1.5	5	3	Repeat	Inc	0	1	Physical	0.309	0.434
445.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.317	0.447
453	1.5	5	3	Repeat	Con	0	1	Physical	0.28	0.346
460.5	1.5	5	3	Switch	Con	0	1	Number	0.247	0.363
468	1.5	5	4.5	Switch	Inc	0	0	Physical	0.278	0.381
477	1.5	5	7.5	Switch	Con	0	1	Number	0.282	0.36
489	1.5	5	3	Repeat	Con	0	1	Number	0.289	0.369
