onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
306	1.5	1	3	Repeat	Con	0	1	Number	0.276	0.435
313.5	1.5	1	3	Switch	Inc	0	1	Physical	0.288	0.603
321	1.5	1	3	Repeat	Con	10	1	Physical	0.328	0.332
328.5	1.5	1	3	Switch	Inc	10	1	Number	0.322	0.555
336	1.5	1	3	Switch	Con	0	1	Physical	0.265	0.437
343.5	1.5	1	3	Switch	Con	0	0	Number	0.257	0.53
351	1.5	1	3	Repeat	Inc	0	0	Number	0.277	0.342
358.5	1.5	1	4.5	Repeat	Inc	0	1	Number	0.259	0.52
367.5	1.5	1	3	Switch	Inc	0	1	Physical	0.295	0.435
375	1.5	1	3	Switch	Con	10	1	Number	0.406	0.45
382.5	1.5	1	3	Repeat	Con	0	1	Number	0.334	0.564
390	1.5	1	3	Switch	Inc	0	1	Physical	0.334	0.414
397.5	1.5	1	3	Repeat	Con	0	1	Physical	0.335	0.437
405	1.5	1	4.5	Switch	Con	0	1	Number	0.306	0.394
414	1.5	1	3	Switch	Inc	0	0	Physical	0.267	0.504
421.5	1.5	1	3	Repeat	Con	0	1	Physical	0.405	0.313
429	1.5	1	3	Repeat	Inc	0	1	Physical	0.302	0.602
436.5	1.5	1	3	Switch	Inc	0	1	Number	0.288	0.634
444	1.5	1	3	Repeat	Inc	0	0	Number	0.229	0.389
451.5	1.5	1	4.5	Switch	Con	0	1	Physical	0.287	0.403
460.5	1.5	1	6	Switch	Con	0	1	Number	0.313	0.383
471	1.5	1	6	Repeat	Con	0	1	Number	0.284	0.361
481.5	1.5	1	3	Switch	Con	0	1	Physical	0.323	0.398
489	1.5	1	3	Repeat	Con	0	1	Physical	0.506	0.38
0	1.5	2	3	Switch	Con	0	1	Number	0.276	0.446
7.5	1.5	2	3	Switch	Con	0	1	Physical	0.29	0.322
15	1.5	2	3	Switch	Con	0	1	Number	0.548	0.512
22.5	1.5	2	3	Repeat	Inc	0	0	Number	0.222	0.421
30	1.5	2	6	Repeat	Con	0	1	Number	0.244	0.435
40.5	1.5	2	3	Switch	Inc	0	1	Physical	0.307	0.62
48	1.5	2	3	Switch	Con	10	1	Number	0.343	0.365
55.5	1.5	2	3	Repeat	Inc	0	0	Number	0.415	0.332
63	1.5	2	3	Switch	Con	0	1	Physical	0.302	0.337
70.5	1.5	2	3	Repeat	Inc	10	1	Physical	0.232	0.395
78	1.5	2	3	Switch	Inc	10	1	Number	0.297	0.477
85.5	1.5	2	3	Repeat	Inc	10	1	Number	0.291	0.456
93	1.5	2	3	Repeat	Con	0	0	Number	0.368	0.418
100.5	1.5	2	3	Switch	Con	0	1	Physical	0.403	0.451
108	1.5	2	3	Repeat	Inc	0	1	Physical	0.299	0.397
115.5	1.5	2	3	Repeat	Con	0	1	Physical	0.288	0.396
123	1.5	2	6	Switch	Con	10	1	Number	0.268	0.4
133.5	1.5	2	3	Switch	Inc	10	1	Physical	0.277	0.31
141	1.5	2	3	Repeat	Con	0	1	Physical	0.315	0.321
148.5	1.5	2	3	Switch	Con	10	1	Number	0.328	0.398
156	1.5	2	3	Repeat	Inc	0	0	Number	0.417	0.45
163.5	1.5	2	3	Switch	Inc	10	1	Physical	0.267	0.34
171	1.5	2	3	Switch	Con	0	1	Number	0.277	1.49
178.5	1.5	2	3	Switch	Con	10	1	Physical	0.327	0.315
186	1.5	2	4.5	Switch	Inc	0	0	Number	0.259	0.388
195	1.5	2	3	Repeat	Con	10	1	Number	0.264	0.389
202.5	1.5	2	3	Switch	Inc	0	1	Physical	0.402	0.301
210	1.5	2	7.5	Switch	Inc	0	0	Number	0.313	0.362
222	1.5	2	3	Switch	Inc	10	1	Physical	0.289	0.315
229.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.365	0.375
237	1.5	2	4.5	Switch	Con	10	1	Number	0.301	0.445
246	1.5	2	3	Switch	Con	10	1	Physical	0.294	0.411
253.5	1.5	2	3	Switch	Inc	0	1	Number	0.29	0.469
261	1.5	2	3	Repeat	Con	0	1	Number	0.282	0.436
268.5	1.5	2	3	Repeat	Con	0	1	Number	0.268	0.321
276	1.5	2	3	Switch	Con	0	1	Physical	0.273	0.376
283.5	1.5	2	3	Repeat	Con	0	0	Physical	0.259	0.285
291	1.5	2	3	Switch	Con	10	1	Number	0.293	0.323
298.5	1.5	2	3	Switch	Con	0	1	Physical	0.288	0.381
306	1.5	2	3	Repeat	Con	10	1	Physical	0.324	0.372
313.5	1.5	2	3	Switch	Con	0	1	Number	0.263	0.311
321	1.5	2	3	Switch	Inc	0	0	Physical	0.373	0.338
328.5	1.5	2	3	Switch	Con	0	1	Number	0.279	0.427
336	1.5	2	3	Repeat	Con	0	1	Number	0.367	0.331
343.5	1.5	2	3	Switch	Inc	0	1	Physical	0.299	0.488
351	1.5	2	3	Repeat	Inc	0	1	Physical	0.303	0.432
358.5	1.5	2	3	Switch	Inc	0	0	Number	0.226	0.356
366	1.5	2	3	Repeat	Inc	0	1	Number	0.257	0.524
373.5	1.5	2	3	Switch	Con	0	1	Physical	0.312	0.388
381	1.5	2	3	Switch	Inc	0	0	Number	0.286	0.466
388.5	1.5	2	4.5	Switch	Inc	0	1	Physical	0.309	0.408
397.5	1.5	2	3	Repeat	Inc	10	1	Physical	0.272	0.292
405	1.5	2	3	Repeat	Inc	0	1	Physical	0.269	0.327
412.5	1.5	2	3	Switch	Inc	0	0	Number	0.276	0.407
420	1.5	2	3	Switch	Inc	0	1	Physical	0.381	0.355
427.5	1.5	2	3	Switch	Inc	0	1	Number	0.262	0.473
435	1.5	2	3	Repeat	Con	0	1	Number	0.252	0.396
442.5	1.5	2	3	Repeat	Inc	0	1	Number	0.255	0.444
450	1.5	2	3	Switch	Inc	0	0	Physical	0.273	0.321
457.5	1.5	2	3	Switch	Inc	0	1	Number	0.284	0.478
465	1.5	2	4.5	Switch	Inc	0	1	Physical	0.262	0.395
474	1.5	2	3	Repeat	Con	0	1	Physical	0.298	0.399
481.5	1.5	2	3	Switch	Con	0	1	Number	0.322	0.336
489	1.5	2	3	Switch	Con	0	1	Physical	0.295	0.346
0	1.5	3	3	Repeat	Con	0	1	Physical	0.588	0.363
7.5	1.5	3	3	Repeat	Con	0	1	Physical	0.328	0.31
15	1.5	3	3	Switch	Inc	0	0	Number	0.306	0.322
22.5	1.5	3	6	Switch	Inc	0	0	Physical	0.299	0.277
33	1.5	3	3	Repeat	Inc	0	1	Physical	0.326	0.301
40.5	1.5	3	3	Switch	Con	10	1	Number	0.258	0.512
48	1.5	3	3	Repeat	Con	10	1	Number	0.373	0.311
55.5	1.5	3	3	Switch	Inc	0	1	Physical	0.366	0.359
63	1.5	3	3	Switch	Con	0	1	Number	0.26	0.327
70.5	1.5	3	3	Repeat	Con	10	1	Number	0.216	0.352
78	1.5	3	3	Switch	Inc	0	1	Physical	0.256	0.423
85.5	1.5	3	3	Repeat	Con	10	1	Physical	0.27	0.353
93	1.5	3	3	Switch	Con	10	1	Number	0.26	0.334
100.5	1.5	3	3	Repeat	Inc	0	0	Number	0.314	0.367
108	1.5	3	3	Switch	Con	10	1	Physical	0.255	0.321
115.5	1.5	3	3	Repeat	Inc	10	1	Physical	0.316	0.354
123	1.5	3	3	Switch	Con	10	1	Number	0.247	0.345
130.5	1.5	3	3	Switch	Inc	10	1	Physical	0.27	0.393
138	1.5	3	3	Repeat	Inc	0	1	Physical	0.276	0.299
145.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.265	0.329
153	1.5	3	3	Switch	Inc	0	0	Number	0.275	0.352
160.5	1.5	3	3	Repeat	Inc	0	0	Number	0.261	0.417
168	1.5	3	3	Switch	Inc	0	1	Physical	0.26	0.345
175.5	1.5	3	3	Switch	Inc	0	1	Number	0.282	0.462
183	1.5	3	3	Repeat	Inc	10	1	Number	0.247	0.549
190.5	1.5	3	3	Switch	Con	10	1	Physical	0.316	0.42
198	1.5	3	3	Switch	Con	0	1	Number	0.338	0.4
205.5	1.5	3	3	Repeat	Inc	0	1	Number	0.272	0.442
213	1.5	3	4.5	Repeat	Inc	0	0	Number	0.309	0.486
222	1.5	3	3	Switch	Con	10	1	Physical	0.283	0.463
229.5	1.5	3	3	Switch	Con	0	1	Number	0.336	0.412
237	1.5	3	3	Switch	Inc	0	1	Physical	0.291	0.608
244.5	1.5	3	4.5	Repeat	Inc	0	1	Physical	0.279	0.484
253.5	1.5	3	4.5	Switch	Con	0	1	Number	0.271	0.482
262.5	1.5	3	3	Switch	Con	10	1	Physical	0.3	0.392
270	1.5	3	3	Switch	Con	10	1	Number	0.36	0.672
277.5	1.5	3	3	Switch	Inc	10	1	Physical	0.294	0.348
285	1.5	3	3	Repeat	Con	0	1	Physical	0.295	0.346
292.5	1.5	3	3	Switch	Inc	0	0	Number	0.272	0.389
300	1.5	3	3	Switch	Con	0	1	Physical	1.083	0.528
307.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.298	0.325
315	1.5	3	3	Switch	Inc	0	1	Number	0.266	0.553
322.5	1.5	3	3	Repeat	Con	10	1	Number	0.315	0.33
330	1.5	3	3	Switch	Inc	0	1	Physical	0.29	0.409
337.5	1.5	3	3	Switch	Inc	0	1	Number	0.271	0.425
345	1.5	3	3	Switch	Inc	0	1	Physical	0.272	0.358
352.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.324	0.512
360	1.5	3	6	Repeat	Con	0	1	Physical	0.387	0.449
370.5	1.5	3	3	Switch	Con	0	1	Number	0.342	0.66
378	1.5	3	4.5	Switch	Con	0	1	Physical	0.504	0.799
387	1.5	3	3	Switch	Con	0	1	Number	0.258	0.392
394.5	1.5	3	3	Repeat	Con	0	1	Number	0.261	0.383
402	1.5	3	3	Switch	Con	0	1	Physical	0.32	0.389
409.5	1.5	3	3	Repeat	Con	0	1	Physical	0.283	0.357
417	1.5	3	3	Repeat	Inc	0	1	Physical	0.273	0.322
424.5	1.5	3	3	Switch	Con	0	1	Number	0.259	0.329
432	1.5	3	3	Switch	Con	0	1	Physical	0.271	0.387
439.5	1.5	3	3	Switch	Con	0	1	Number	0.227	0.412
447	1.5	3	7.5	Repeat	Con	0	1	Number	0.263	0.385
459	1.5	3	3	Repeat	Inc	0	0	Number	0.251	0.766
466.5	1.5	3	3	Switch	Inc	0	0	Physical	0.283	0.49
474	1.5	3	3	Repeat	Con	0	1	Physical	0.282	0.34
481.5	1.5	3	3	Switch	Inc	0	1	Number	0.32	0.558
489	1.5	3	3	Switch	Inc	0	1	Physical	0.294	0.445
0	1.5	4	3	Switch	Con	0	1	Number	0.47	0.374
7.5	1.5	4	3	Switch	Con	0	1	Physical	0.3	0.344
15	1.5	4	3	Switch	Con	10	1	Number	0.271	0.36
22.5	1.5	4	7.5	Repeat	Inc	10	1	Number	0.234	0.464
34.5	1.5	4	3	Switch	Inc	10	1	Physical	0.265	0.498
42	1.5	4	4.5	Repeat	Con	0	1	Physical	0.454	0.402
51	1.5	4	3	Switch	Inc	0	1	Number	0.291	0.755
58.5	1.5	4	3	Switch	Inc	10	1	Physical	0.295	0.343
66	1.5	4	3	Switch	Con	0	1	Number	0.272	0.622
73.5	1.5	4	3	Switch	Inc	10	1	Physical	0.267	0.388
81	1.5	4	3	Repeat	Inc	0	1	Physical	0.341	0.368
88.5	1.5	4	4.5	Switch	Con	0	1	Number	0.264	0.426
97.5	1.5	4	3	Switch	Inc	10	1	Physical	0.409	0.404
105	1.5	4	3	Repeat	Con	0	1	Physical	0.531	0.356
112.5	1.5	4	3	Switch	Inc	10	1	Number	0.35	0.548
120	1.5	4	6	Switch	Con	0	1	Physical	0.32	0.348
130.5	1.5	4	3	Switch	Con	0	1	Number	0.349	0.733
138	1.5	4	6	Repeat	Inc	0	1	Number	0.272	0.601
148.5	1.5	4	3	Switch	Con	0	1	Physical	0.285	0.344
156	1.5	4	3	Switch	Inc	0	1	Number	0.279	1.309
163.5	1.5	4	3	Repeat	Inc	0	0	Number	0.436	0.417
171	1.5	4	3	Switch	Con	0	1	Physical	0.273	0.418
178.5	1.5	4	3	Switch	Con	0	1	Number	0.286	0.373
186	1.5	4	3	Switch	Con	10	1	Physical	0.297	0.364
193.5	1.5	4	3	Repeat	Con	10	1	Physical	0.291	0.402
201	1.5	4	3	Switch	Inc	0	0	Number	0.29	0.63
208.5	1.5	4	3	Switch	Inc	0	1	Physical	0.268	0.41
216	1.5	4	3	Switch	Con	0	1	Number	0.276	0.375
223.5	1.5	4	4.5	Repeat	Inc	10	1	Number	0.237	0.563
232.5	1.5	4	3	Switch	Inc	10	1	Physical	0.719	0.418
240	1.5	4	3	Repeat	Inc	0	1	Physical	0.308	0.43
247.5	1.5	4	3	Repeat	Con	0	1	Physical	0.265	0.395
255	1.5	4	3	Switch	Inc	0	1	Number	0.272	0.392
262.5	1.5	4	3	Switch	Inc	0	0	Physical	0.283	0.448
270	1.5	4	3	Switch	Con	0	0	Number	0.26	0.511
277.5	1.5	4	3	Repeat	Inc	10	1	Number	0.259	0.671
285	1.5	4	3	Switch	Inc	0	1	Physical	0.284	0.449
292.5	1.5	4	3	Switch	Inc	0	1	Number	0.262	0.655
300	1.5	4	3	Switch	Con	0	1	Physical	0.263	0.395
307.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.313	0.397
315	1.5	4	3	Repeat	Con	10	1	Physical	0.3	0.398
322.5	1.5	4	3	Switch	Inc	0	0	Number	0.417	0.697
330	1.5	4	3	Repeat	Con	10	1	Number	0.345	0.53
337.5	1.5	4	3	Switch	Con	0	1	Physical	0.312	0.426
345	1.5	4	3	Switch	Con	0	1	Number	0.342	0.422
352.5	1.5	4	3	Repeat	Con	10	1	Number	0.339	0.396
360	1.5	4	3	Switch	Inc	0	1	Physical	0.268	0.363
367.5	1.5	4	3	Switch	Con	0	1	Number	0.313	0.486
375	1.5	4	3	Repeat	Inc	0	0	Number	0.286	0.414
382.5	1.5	4	3	Switch	Con	0	1	Physical	0.268	0.367
390	1.5	4	3	Switch	Inc	10	1	Number	0.255	0.555
397.5	1.5	4	3	Switch	Inc	0	1	Physical	0.296	0.802
405	1.5	4	3	Repeat	Con	0	1	Physical	0.262	0.388
412.5	1.5	4	3	Switch	Inc	0	1	Number	0.289	0.559
420	1.5	4	3	Switch	Con	0	1	Physical	0.302	0.431
427.5	1.5	4	4.5	Repeat	Inc	0	0	Physical	0.43	0.715
436.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.294	0.569
444	1.5	4	3	Switch	Con	0	1	Number	0.254	0.421
451.5	1.5	4	3	Repeat	Inc	0	1	Number	0.335	0.844
459	1.5	4	3	Switch	Con	0	1	Physical	0.283	0.411
466.5	1.5	4	3	Switch	Con	0	1	Number	0.336	0.68
474	1.5	4	3	Repeat	Con	0	1	Number	0.269	0.386
481.5	1.5	4	3	Switch	Inc	0	1	Physical	0.345	0.501
489	1.5	4	3	Repeat	Con	0	1	Physical	0.272	0.366
0	1.5	5	3	Repeat	Con	0	0	Physical	0.31	0.349
7.5	1.5	5	3	Repeat	Con	10	1	Physical	0.913	0.36
15	1.5	5	3	Repeat	Con	10	1	Physical	0.301	0.446
22.5	1.5	5	3	Switch	Con	0	1	Number	0.248	0.483
30	1.5	5	3	Switch	Inc	0	1	Physical	0.258	0.419
37.5	1.5	5	3	Switch	Con	10	1	Number	0.51	0.369
45	1.5	5	3	Repeat	Con	0	1	Number	0.255	0.422
52.5	1.5	5	4.5	Switch	Con	0	1	Physical	0.286	0.394
61.5	1.5	5	3	Switch	Inc	0	1	Number	0.274	0.882
69	1.5	5	3	Repeat	Con	10	1	Number	0.244	0.342
76.5	1.5	5	3	Switch	Con	10	1	Physical	0.281	0.337
84	1.5	5	3	Switch	Inc	10	1	Number	0.235	0.562
91.5	1.5	5	3	Switch	Inc	0	0	Physical	0.29	0.641
99	1.5	5	3	Repeat	Con	10	1	Physical	0.271	0.383
106.5	1.5	5	3	Switch	Inc	10	1	Number	0.268	0.669
114	1.5	5	3	Repeat	Inc	0	1	Number	0.277	0.652
121.5	1.5	5	3	Switch	Inc	0	1	Physical	0.373	0.522
129	1.5	5	3	Switch	Inc	0	1	Number	0.307	0.547
136.5	1.5	5	3	Repeat	Inc	10	1	Number	0.277	0.591
144	1.5	5	3	Switch	Con	10	1	Physical	0.262	0.381
151.5	1.5	5	3	Switch	Inc	0	1	Number	0.003	0.542
159	1.5	5	3	Switch	Inc	0	1	Physical	0.294	0.421
166.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.286	0.409
174	1.5	5	3	Switch	Inc	0	1	Number	0.358	0.457
181.5	1.5	5	3	Switch	Con	0	1	Physical	0.303	0.416
189	1.5	5	3	Switch	Con	10	1	Number	0.292	0.416
196.5	1.5	5	6	Repeat	Con	0	1	Number	0.31	0.384
207	1.5	5	3	Repeat	Con	0	1	Number	0.303	0.38
214.5	1.5	5	3	Switch	Con	10	1	Physical	0.313	0.365
222	1.5	5	3	Switch	Inc	10	1	Number	0.313	0.638
229.5	1.5	5	3	Switch	Inc	0	1	Physical	0.305	0.705
237	1.5	5	3	Repeat	Con	10	1	Physical	0.323	0.381
244.5	1.5	5	3	Switch	Con	0	1	Number	0.28	0.395
252	1.5	5	3	Switch	Inc	0	1	Physical	0.296	0.39
259.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.289	0.381
267	1.5	5	3	Switch	Con	0	1	Number	0.507	0.401
274.5	1.5	5	3	Switch	Con	10	1	Physical	0.264	0.416
282	1.5	5	3	Repeat	Inc	0	1	Physical	0.276	0.502
289.5	1.5	5	3	Switch	Inc	0	1	Number	0.232	0.834
297	1.5	5	6	Repeat	Con	0	1	Number	0.271	0.435
307.5	1.5	5	3	Repeat	Con	0	1	Number	0.313	0.391
315	1.5	5	3	Switch	Con	0	1	Physical	0.361	0.399
322.5	1.5	5	3	Switch	Inc	10	1	Number	0.269	0.554
330	1.5	5	3	Switch	Con	0	1	Physical	0.293	0.383
337.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.32	0.388
345	1.5	5	3	Switch	Con	0	1	Number	0.303	0.497
352.5	1.5	5	3	Switch	Con	0	1	Physical	0.269	0.375
360	1.5	5	4.5	Repeat	Inc	0	1	Physical	0.345	0.472
369	1.5	5	3	Switch	Con	0	1	Number	0.258	0.481
376.5	1.5	5	3	Repeat	Inc	0	0	Number	0.372	0.496
384	1.5	5	3	Switch	Inc	0	0	Physical	0.253	0.415
391.5	1.5	5	4.5	Switch	Inc	0	1	Number	0.252	0.599
400.5	1.5	5	7.5	Repeat	Con	0	1	Number	0.287	0.412
412.5	1.5	5	3	Repeat	Inc	0	1	Number	0.308	0.547
420	1.5	5	3	Switch	Inc	0	1	Physical	0.305	0.386
427.5	1.5	5	3	Switch	Inc	0	1	Number	0.281	0.452
435	1.5	5	3	Switch	Con	0	1	Physical	0.309	0.434
442.5	1.5	5	3	Repeat	Con	0	1	Physical	0.313	0.393
450	1.5	5	3	Switch	Inc	0	1	Number	0.267	0.467
457.5	1.5	5	3	Switch	Inc	0	1	Physical	0.281	0.553
465	1.5	5	3	Repeat	Inc	0	1	Physical	0.289	0.469
472.5	1.5	5	3	Repeat	Con	0	1	Physical	0.285	0.373
480	1.5	5	4.5	Switch	Con	0	1	Number	0.307	0.438
489	1.5	5	3	Switch	Inc	0	1	Physical	0.271	0.382
