onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
436.5	1.5	1	3	Switch	Con	0	1	Physical	0.326	0.482
444	1.5	1	3	Repeat	Con	10	1	Physical	0.319	0.465
451.5	1.5	1	3	Repeat	Inc	10	1	Physical	0.389	0.435
459	1.5	1	3	Repeat	Inc	10	1	Physical	0.421	0.472
466.5	1.5	1	3	Switch	Inc	0	1	Number	0.363	0.538
474	1.5	1	3	Repeat	Con	10	1	Number	0.676	0.574
481.5	1.5	1	3	Repeat	Con	0	1	Number	0.31	0.422
489	1.5	1	3	Repeat	Inc	0	0	Number	0.275	0.547
0	1.5	2	3	Repeat	Con	10	1	Number	0.279	0.59
7.5	1.5	2	3	Switch	Inc	10	1	Physical	0.365	0.459
15	1.5	2	4.5	Repeat	Inc	10	1	Physical	0.353	0.467
24	1.5	2	4.5	Switch	Con	10	1	Number	0.324	0.604
33	1.5	2	3	Repeat	Con	0	1	Number	0.414	0.519
40.5	1.5	2	3	Switch	Inc	10	1	Physical	0.307	0.482
48	1.5	2	3	Switch	Con	0	1	Number	0.3	0.459
55.5	1.5	2	3	Repeat	Con	0	1	Number	0.366	0.544
63	1.5	2	3	Repeat	Inc	10	1	Number	0.342	0.582
70.5	1.5	2	3	Switch	Con	10	1	Physical	0.374	0.44
78	1.5	2	3	Repeat	Con	0	1	Physical	0.305	0.568
85.5	1.5	2	3	Switch	Inc	0	1	Number	0.236	0.539
93	1.5	2	3	Switch	Inc	0	0	Physical	0.337	0.727
100.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.275	0.423
108	1.5	2	3	Switch	Con	10	1	Number	0.344	0.48
115.5	1.5	2	4.5	Switch	Inc	0	1	Physical	0.32	0.508
124.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.502	0.419
132	1.5	2	3	Repeat	Con	0	1	Physical	0.566	0.43
139.5	1.5	2	3	Switch	Con	0	1	Number	0.842	0.438
147	1.5	2	3	Repeat	Inc	0	0	Number	0.424	0.524
154.5	1.5	2	6	Switch	Con	10	1	Physical	0.313	0.412
165	1.5	2	3	Switch	Inc	0	1	Number	0.288	0.465
172.5	1.5	2	3	Switch	Con	0	1	Physical	0.313	0.806
180	1.5	2	3	Switch	Con	10	1	Number	0.397	0.443
187.5	1.5	2	3	Switch	Con	10	1	Physical	0.597	0.495
195	1.5	2	3	Repeat	Con	0	1	Physical	0.374	0.494
202.5	1.5	2	3	Switch	Inc	0	0	Number	0.682	0.463
210	1.5	2	3	Repeat	Inc	10	1	Number	0.269	0.594
217.5	1.5	2	3	Repeat	Inc	0	1	Number	0.385	0.708
225	1.5	2	3	Repeat	Con	10	1	Number	0.47	0.65
232.5	1.5	2	3	Switch	Con	0	1	Physical	0.366	0.68
240	1.5	2	3	Switch	Con	0	1	Number	0.395	0.45
247.5	1.5	2	3	Repeat	Inc	0	0	Number	0.277	0.399
255	1.5	2	3	Switch	Con	0	1	Physical	0.316	0.433
262.5	1.5	2	3	Repeat	Inc	10	1	Physical	0.303	0.414
270	1.5	2	3	Repeat	Inc	0	1	Physical	0.389	0.522
277.5	1.5	2	3	Switch	Inc	10	1	Number	0.433	0.461
285	1.5	2	3	Switch	Con	0	1	Physical	0.385	0.469
292.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.667	0.549
300	1.5	2	3	Repeat	Inc	0	1	Physical	0.385	0.669
307.5	1.5	2	3	Switch	Inc	0	1	Number	0.468	0.683
315	1.5	2	3	Repeat	Con	0	1	Number	0.32	0.883
322.5	1.5	2	3	Switch	Inc	0	1	Physical	0.481	0.752
330	1.5	2	3	Switch	Inc	0	1	Number	0.409	0.757
337.5	1.5	2	3	Repeat	Con	0	1	Number	0.927	0.623
345	1.5	2	3	Repeat	Con	0	1	Number	0.824	0.807
352.5	1.5	2	3	Switch	Con	0	1	Physical	0.388	0.98
360	1.5	2	3	Repeat	Con	0	1	Physical	0.626	0.667
367.5	1.5	2	3	Switch	Inc	0	1	Number	0.45	0.659
375	1.5	2	7.5	Switch	Inc	0	0	Physical	0.355	0.648
387	1.5	2	3	Switch	Con	0	1	Number	0.536	0.452
394.5	1.5	2	6	Switch	Inc	10	1	Physical	0.564	0.468
405	1.5	2	3	Repeat	Inc	0	1	Physical	0.38	0.527
412.5	1.5	2	3	Switch	Con	0	1	Number	0.51	0.923
420	1.5	2	3	Switch	Con	0	1	Physical	0.395	0.648
427.5	1.5	2	4.5	Repeat	Con	0	1	Physical	0.599	0.461
436.5	1.5	2	3	Switch	Inc	0	0	Number	0.318	0.797
444	1.5	2	3	Switch	Inc	0	1	Physical	0.459	0.694
451.5	1.5	2	3	Switch	Con	0	1	Number	0.327	0.726
459	1.5	2	3	Switch	Inc	0	1	Physical	0.351	0.693
466.5	1.5	2	3	Switch	Con	0	1	Number	0.875	0.591
474	1.5	2	3	Repeat	Inc	0	1	Number	0.451	1.119
481.5	1.5	2	3	Switch	Inc	0	1	Physical	0.924	0.64
489	1.5	2	3	Switch	Con	0	1	Number	0.411	0.602
0	1.5	3	3	Switch	Con	0	1	Physical	1.331	0.559
7.5	1.5	3	3	Repeat	Inc	0	0	Physical	0.344	0.415
15	1.5	3	3	Repeat	Inc	10	1	Physical	0.26	0.403
22.5	1.5	3	3	Switch	Inc	10	1	Number	0.326	0.572
30	1.5	3	3	Switch	Con	0	1	Physical	0.407	0.638
37.5	1.5	3	3	Repeat	Con	0	1	Physical	0.661	0.607
45	1.5	3	3	Repeat	Inc	10	1	Physical	0.558	0.422
52.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.329	0.387
60	1.5	3	3	Switch	Con	0	1	Number	0.431	0.496
67.5	1.5	3	3	Switch	Inc	0	1	Physical	0.322	0.715
75	1.5	3	3	Switch	Con	0	1	Number	0.337	0.518
82.5	1.5	3	3	Switch	Con	0	1	Physical	0.252	0.759
90	1.5	3	3	Switch	Con	10	1	Number	0.298	0.554
97.5	1.5	3	6	Repeat	Con	0	1	Number	0.409	0.521
108	1.5	3	3	Repeat	Inc	0	1	Number	0.384	0.853
115.5	1.5	3	3	Switch	Con	0	1	Physical	0.574	0.614
123	1.5	3	3	Repeat	Con	0	1	Physical	0.374	0.545
130.5	1.5	3	4.5	Switch	Con	0	0	Number	0.373	0.846
139.5	1.5	3	7.5	Repeat	Inc	0	0	Number	0.382	0.524
151.5	1.5	3	3	Switch	Inc	0	1	Physical	0.356	0.491
159	1.5	3	3	Repeat	Inc	0	1	Physical	0.535	0.863
166.5	1.5	3	3	Switch	Con	0	1	Number	0.278	0.542
174	1.5	3	3	Repeat	Con	10	1	Number	0.285	0.601
181.5	1.5	3	3	Null	Inc	0	0	NoChoice	0	0
189	1.5	3	3	Switch	Con	10	1	Physical	0.381	0.39
196.5	1.5	3	3	Repeat	Con	10	1	Physical	0.65	0.453
204	1.5	3	3	Switch	Con	0	1	Number	0.349	0.444
211.5	1.5	3	3	Switch	Con	10	1	Physical	0.485	0.465
219	1.5	3	3	Repeat	Inc	0	1	Physical	0.407	0.791
226.5	1.5	3	3	Switch	Con	10	1	Number	0.339	0.4
234	1.5	3	3	Switch	Con	0	1	Physical	0.389	0.583
241.5	1.5	3	4.5	Switch	Con	10	1	Number	0.285	0.576
250.5	1.5	3	3	Switch	Con	0	1	Physical	0.484	0.392
258	1.5	3	3	Repeat	Inc	0	1	Physical	0.332	0.551
265.5	1.5	3	3	Repeat	Inc	10	1	Physical	0.324	0.474
273	1.5	3	3	Switch	Inc	0	1	Number	0.371	0.71
280.5	1.5	3	3	Repeat	Con	0	1	Number	0.437	0.464
288	1.5	3	4.5	Switch	Inc	0	1	Physical	1.274	0.898
297	1.5	3	3	Repeat	Inc	10	1	Physical	0.336	0.421
304.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.35	0.438
312	1.5	3	3	Repeat	Con	10	1	Physical	1.068	0.495
319.5	1.5	3	4.5	Switch	Inc	10	1	Number	0.346	0.543
328.5	1.5	3	3	Switch	Con	0	1	Physical	0.404	0.664
336	1.5	3	3	Repeat	Inc	0	1	Physical	1.064	0.621
343.5	1.5	3	3	Switch	Inc	10	1	Number	0.31	0.49
351	1.5	3	3	Repeat	Inc	0	1	Number	0.266	0.986
358.5	1.5	3	3	Switch	Inc	0	1	Physical	0.322	0.447
366	1.5	3	3	Switch	Inc	0	1	Number	0.267	0.609
373.5	1.5	3	3	Switch	Inc	0	1	Physical	0.31	1.064
381	1.5	3	3	Repeat	Con	0	1	Physical	0.442	0.426
388.5	1.5	3	3	Repeat	Con	0	1	Physical	0.8	0.49
396	1.5	3	3	Switch	Inc	0	1	Number	0.51	0.543
403.5	1.5	3	3	Repeat	Inc	0	1	Number	0.538	0.895
411	1.5	3	3	Repeat	Inc	0	1	Number	0.325	0.55
418.5	1.5	3	3	Repeat	Con	0	1	Number	0.678	0.681
426	1.5	3	3	Switch	Con	0	1	Physical	0.379	0.777
433.5	1.5	3	6	Switch	Inc	0	1	Number	0.494	0.629
444	1.5	3	3	Switch	Con	0	1	Physical	0.441	0.432
451.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.47	0.415
459	1.5	3	3	Switch	Con	10	1	Number	0.682	0.5
466.5	1.5	3	3	Repeat	Con	0	1	Number	0.367	0.678
474	1.5	3	3	Switch	Con	0	1	Physical	0.43	0.917
481.5	1.5	3	3	Switch	Inc	0	1	Number	0.609	0.688
489	1.5	3	3	Repeat	Inc	0	1	Number	0.497	0.634
0	1.5	4	3	Switch	Con	0	1	Physical	0.481	0.474
7.5	1.5	4	3	Switch	Inc	0	1	Number	0.396	0.528
15	1.5	4	3	Repeat	Con	0	1	Number	0.343	0.451
22.5	1.5	4	3	Switch	Con	0	1	Physical	0.385	0.536
30	1.5	4	3	Switch	Inc	0	0	Number	0.429	1.092
37.5	1.5	4	3	Switch	Con	10	1	Physical	0.536	0.459
45	1.5	4	3	Repeat	Inc	10	1	Physical	0.596	0.417
52.5	1.5	4	3	Switch	Con	10	1	Number	0.374	0.478
60	1.5	4	3	Switch	Con	0	1	Physical	0.409	0.519
67.5	1.5	4	3	Switch	Con	10	1	Number	0.591	0.615
75	1.5	4	3	Switch	Inc	0	1	Physical	0.692	1.018
82.5	1.5	4	4.5	Switch	Con	0	1	Number	0.567	0.446
91.5	1.5	4	3	Switch	Inc	0	1	Physical	0.336	0.538
99	1.5	4	3	Repeat	Inc	0	1	Physical	0.456	0.553
106.5	1.5	4	4.5	Repeat	Con	0	1	Physical	0.61	0.636
115.5	1.5	4	3	Switch	Con	10	1	Number	0.471	0.484
123	1.5	4	3	Repeat	Con	10	1	Number	0.838	0.488
130.5	1.5	4	3	Switch	Inc	0	0	Physical	0.379	0.601
138	1.5	4	3	Switch	Con	0	1	Number	0.496	0.622
145.5	1.5	4	3	Switch	Con	0	1	Physical	0.363	0.735
153	1.5	4	3	Switch	Con	0	1	Number	0.305	0.701
160.5	1.5	4	6	Switch	Inc	0	0	Physical	0.451	0.818
171	1.5	4	3	Switch	Con	0	1	Number	0.535	0.511
178.5	1.5	4	3	Switch	Inc	10	1	Physical	0.542	0.463
186	1.5	4	3	Null	Con	0	0	NoChoice	0	0
193.5	1.5	4	3	Switch	Con	0	1	Number	0.357	0.461
201	1.5	4	3	Repeat	Con	10	1	Number	0.375	0.459
208.5	1.5	4	3	Repeat	Inc	0	0	Number	0.271	0.446
216	1.5	4	3	Switch	Con	0	1	Physical	0.421	0.661
223.5	1.5	4	3	Switch	Inc	10	1	Number	0.521	0.532
231	1.5	4	3	Switch	Inc	0	0	Physical	0.37	0.72
238.5	1.5	4	3	Switch	Inc	0	0	Number	0.316	0.422
246	1.5	4	3	Repeat	Con	0	1	Number	0.326	0.471
253.5	1.5	4	3	Switch	Inc	0	1	Physical	0.368	0.865
261	1.5	4	3	Switch	Inc	0	1	Number	0.529	0.746
268.5	1.5	4	3	Switch	Con	0	1	Physical	0.601	0.5
276	1.5	4	3	Repeat	Con	0	1	Physical	0.414	0.58
283.5	1.5	4	3	Switch	Con	0	1	Number	0.332	0.541
291	1.5	4	6	Switch	Inc	0	1	Physical	0.267	0.504
301.5	1.5	4	3	Switch	Inc	0	1	Number	0.366	0.893
309	1.5	4	3	Repeat	Inc	10	1	Number	0.444	0.686
316.5	1.5	4	3	Repeat	Con	10	1	Number	0.542	0.516
324	1.5	4	3	Switch	Inc	0	1	Physical	0.376	0.472
331.5	1.5	4	3	Switch	Inc	0	1	Number	0.323	0.578
339	1.5	4	3	Repeat	Con	0	1	Number	0.638	0.704
346.5	1.5	4	3	Switch	Inc	0	0	Physical	0.48	0.624
354	1.5	4	3	Null	Inc	0	0	NoChoice	0	0
361.5	1.5	4	3	Switch	Inc	10	1	Physical	0.549	0.434
369	1.5	4	7.5	Switch	Inc	0	1	Number	0.512	0.724
381	1.5	4	4.5	Switch	Con	10	1	Physical	0.364	0.439
390	1.5	4	3	Switch	Inc	0	0	Number	0.633	0.684
397.5	1.5	4	3	Repeat	Con	0	1	Number	0.512	0.451
405	1.5	4	3	Switch	Con	0	1	Physical	0.374	0.676
412.5	1.5	4	3	Switch	Con	0	1	Number	0.35	0.544
420	1.5	4	3	Switch	Inc	0	1	Physical	0.665	0.607
427.5	1.5	4	4.5	Switch	Inc	0	1	Number	0.462	0.595
436.5	1.5	4	3	Repeat	Inc	0	1	Number	0.321	0.74
444	1.5	4	3	Repeat	Inc	0	1	Number	0.477	0.504
451.5	1.5	4	3	Repeat	Con	0	1	Number	0.646	0.524
459	1.5	4	3	Switch	Con	0	1	Physical	0.489	0.528
466.5	1.5	4	3	Switch	Inc	0	0	Number	0.357	0.786
474	1.5	4	3	Repeat	Inc	0	1	Number	0.545	0.5
481.5	1.5	4	3	Switch	Con	0	1	Physical	0.416	0.54
489	1.5	4	3	Switch	Inc	0	1	Number	0.599	0.991
0	1.5	5	3	Switch	Inc	0	1	Physical	0.298	0.685
7.5	1.5	5	3	Switch	Con	10	1	Number	0.301	0.407
15	1.5	5	3	Switch	Inc	0	1	Physical	0.393	0.849
22.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.364	0.47
30	1.5	5	3	Switch	Con	0	1	Number	0.366	0.834
37.5	1.5	5	4.5	Repeat	Inc	0	1	Number	0.39	0.652
46.5	1.5	5	3	Repeat	Con	10	1	Number	0.328	0.424
54	1.5	5	3	Switch	Inc	0	1	Physical	0.529	0.918
61.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.49	0.594
69	1.5	5	3	Repeat	Inc	10	1	Physical	0.5	0.472
76.5	1.5	5	3	Repeat	Con	0	1	Physical	0.426	0.533
84	1.5	5	3	Switch	Inc	0	1	Number	0.499	0.585
91.5	1.5	5	3	Repeat	Inc	10	1	Number	0.512	0.593
99	1.5	5	3	Repeat	Con	0	1	Number	0.386	0.509
106.5	1.5	5	6	Switch	Con	10	1	Physical	0.595	0.46
117	1.5	5	3	Switch	Con	0	1	Number	0.433	0.607
124.5	1.5	5	6	Switch	Inc	0	1	Physical	0.931	0.817
135	1.5	5	3	Repeat	Con	10	1	Physical	0.516	0.453
142.5	1.5	5	3	Switch	Con	10	1	Number	0.49	0.601
150	1.5	5	3	Switch	Con	0	1	Physical	0.58	0.619
157.5	1.5	5	3	Switch	Con	0	1	Number	0.444	0.538
165	1.5	5	3	Switch	Con	10	1	Physical	0.306	0.383
172.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.902	0.623
180	1.5	5	3	Switch	Inc	0	1	Number	0.424	0.531
187.5	1.5	5	3	Repeat	Con	0	1	Number	0.472	0.534
195	1.5	5	3	Repeat	Con	0	1	Number	0.638	0.491
202.5	1.5	5	4.5	Repeat	Con	0	1	Number	0.4	0.579
211.5	1.5	5	3	Repeat	Con	0	1	Number	0.309	0.531
219	1.5	5	3	Null	Inc	0	0	NoChoice	0	0
226.5	1.5	5	3	Switch	Con	0	1	Physical	0.609	0.485
234	1.5	5	3	Repeat	Con	10	1	Physical	0.325	0.399
241.5	1.5	5	3	Repeat	Con	10	1	Physical	0.368	0.466
249	1.5	5	3	Switch	Inc	0	1	Number	0.294	0.534
256.5	1.5	5	3	Switch	Con	0	1	Physical	0.372	0.46
264	1.5	5	3	Repeat	Con	0	1	Physical	0.44	0.515
271.5	1.5	5	3	Switch	Inc	0	1	Number	0.619	0.518
279	1.5	5	3	Repeat	Con	0	1	Number	0.438	0.731
286.5	1.5	5	3	Switch	Inc	0	1	Physical	0.555	0.545
294	1.5	5	3	Switch	Con	10	1	Number	0.311	0.525
301.5	1.5	5	3	Switch	Inc	0	1	Physical	0.504	0.763
309	1.5	5	3	Switch	Con	0	1	Number	0.555	0.427
316.5	1.5	5	7.5	Repeat	Inc	0	0	Number	1.379	0.863
328.5	1.5	5	3	Repeat	Inc	0	1	Number	0.396	0.641
336	1.5	5	3	Null	Con	0	0	NoChoice	0	0
343.5	1.5	5	3	Switch	Inc	0	1	Physical	0.54	0.646
351	1.5	5	3	Repeat	Con	0	1	Physical	0.293	0.409
358.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.286	0.406
366	1.5	5	3	Switch	Con	0	0	Number	0.396	0.599
373.5	1.5	5	3	Repeat	Inc	10	1	Number	0.316	0.629
381	1.5	5	3	Repeat	Con	0	1	Number	0.318	0.42
388.5	1.5	5	3	Switch	Inc	0	1	Physical	0.443	0.795
396	1.5	5	3	Switch	Con	0	1	Number	0.824	0.466
403.5	1.5	5	3	Switch	Inc	0	1	Physical	0.436	0.789
411	1.5	5	3	Repeat	Inc	0	1	Physical	0.521	0.555
418.5	1.5	5	4.5	Repeat	Inc	0	1	Physical	0.387	0.602
427.5	1.5	5	4.5	Switch	Inc	0	1	Number	0.366	0.521
436.5	1.5	5	3	Repeat	Inc	0	0	Number	0.548	0.476
444	1.5	5	3	Null	Con	0	0	NoChoice	0	0
451.5	1.5	5	3	Switch	Con	0	1	Physical	0.345	0.419
459	1.5	5	3	Switch	Inc	10	1	Number	0.394	0.482
466.5	1.5	5	3	Switch	Inc	0	1	Physical	0.526	0.47
474	1.5	5	3	Repeat	Inc	10	1	Physical	0.416	0.418
481.5	1.5	5	3	Repeat	Con	10	1	Physical	0.352	0.448
489	1.5	5	3	Repeat	Inc	0	1	Physical	0.459	0.654
