onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
343.5	1.5	1	3	Switch	Inc	0	1	Physical	0.331	0.398
351	1.5	1	3	Repeat	Inc	0	1	Physical	1.068	0.645
358.5	1.5	1	3	Switch	Con	0	1	Number	0.015	0.915
366	1.5	1	3	Repeat	Con	0	1	Number	0.356	0.444
373.5	1.5	1	3	Repeat	Inc	0	1	Number	0.634	0.769
381	1.5	1	3	Switch	Inc	10	1	Physical	0.659	0.425
388.5	1.5	1	3	Switch	Con	10	1	Number	0.358	0.391
396	1.5	1	3	Repeat	Inc	0	0	Number	0.735	0.963
403.5	1.5	1	3	Repeat	Con	0	1	Number	0.584	0.548
411	1.5	1	3	Repeat	Con	0	1	Number	0.72	0.537
418.5	1.5	1	6	Switch	Con	0	1	Physical	0.333	0.44
429	1.5	1	3	Repeat	Con	0	1	Physical	0.421	0.489
436.5	1.5	1	3	Switch	Inc	0	0	Number	0.802	0.528
444	1.5	1	3	Repeat	Con	0	1	Number	0.357	0.611
451.5	1.5	1	3	Repeat	Con	10	1	Number	0.458	0.447
459	1.5	1	3	Switch	Con	0	1	Physical	0.34	0.441
466.5	1.5	1	3	Repeat	Inc	0	1	Physical	0.568	0.462
474	1.5	1	3	Repeat	Inc	0	1	Physical	0.275	0.511
481.5	1.5	1	3	Switch	Inc	0	1	Number	0.227	0.485
489	1.5	1	3	Repeat	Con	10	1	Number	0.45	0.447
0	1.5	2	3	Repeat	Con	0	1	Number	0.323	0.683
7.5	1.5	2	3	Repeat	Con	10	1	Number	0.378	0.409
15	1.5	2	3	Switch	Inc	0	1	Physical	0.599	0.806
22.5	1.5	2	3	Repeat	Con	0	1	Physical	0.391	0.431
30	1.5	2	3	Repeat	Inc	0	1	Physical	0.478	0.418
37.5	1.5	2	3	Switch	Inc	0	1	Number	0.314	0.76
45	1.5	2	3	Switch	Inc	0	1	Physical	0.364	0.522
52.5	1.5	2	3	Switch	Inc	0	1	Number	0.631	0.634
60	1.5	2	3	Repeat	Inc	0	1	Number	0.384	0.723
67.5	1.5	2	3	Repeat	Con	0	1	Number	0.562	0.605
75	1.5	2	3	Switch	Con	0	1	Physical	0.389	0.858
82.5	1.5	2	3	Switch	Con	0	1	Number	0.538	0.482
90	1.5	2	3	Switch	Con	0	1	Physical	0.782	0.533
97.5	1.5	2	4.5	Repeat	Con	10	1	Physical	0.241	0.408
106.5	1.5	2	3	Switch	Con	0	1	Number	0.367	0.474
114	1.5	2	3	Switch	Inc	0	1	Physical	0.301	0.634
121.5	1.5	2	3	Repeat	Con	0	1	Physical	0.914	0.539
129	1.5	2	3	Switch	Con	0	1	Number	0.375	0.513
136.5	1.5	2	6	Repeat	Inc	0	1	Number	0.485	0.563
147	1.5	2	3	Repeat	Con	0	1	Number	0.386	0.441
154.5	1.5	2	3	Switch	Con	0	1	Physical	0.502	0.582
162	1.5	2	3	Switch	Inc	0	1	Number	0.615	0.784
169.5	1.5	2	3	Switch	Inc	10	1	Physical	0.528	0.428
177	1.5	2	3	Switch	Con	0	1	Number	0.494	0.546
184.5	1.5	2	3	Repeat	Inc	0	0	Number	0.38	0.554
192	1.5	2	3	Switch	Inc	10	1	Physical	0.271	0.387
199.5	1.5	2	6	Repeat	Inc	0	1	Physical	0.38	0.811
210	1.5	2	7.5	Repeat	Inc	10	1	Physical	0.32	0.402
222	1.5	2	3	Repeat	Inc	10	1	Physical	0.326	0.44
229.5	1.5	2	3	Repeat	Con	0	1	Physical	0.517	0.464
237	1.5	2	3	Switch	Inc	0	1	Number	0.454	0.715
244.5	1.5	2	3	Switch	Con	10	1	Physical	0.281	0.484
252	1.5	2	3	Switch	Inc	0	0	Number	0.499	0.459
259.5	1.5	2	3	Switch	Con	10	1	Physical	0.713	0.372
267	1.5	2	3	Switch	Con	0	1	Number	0.686	0.865
274.5	1.5	2	3	Repeat	Inc	0	1	Number	0.586	0.535
282	1.5	2	4.5	Switch	Con	10	1	Physical	0.378	0.381
291	1.5	2	3	Switch	Con	0	1	Number	0.391	0.501
298.5	1.5	2	3	Repeat	Inc	0	1	Number	0.415	0.573
306	1.5	2	3	Repeat	Inc	0	1	Number	0.399	0.52
313.5	1.5	2	3	Switch	Con	0	1	Physical	0.658	0.401
321	1.5	2	3	Switch	Inc	0	1	Number	0.928	0.979
328.5	1.5	2	3	Switch	Con	0	1	Physical	0.322	0.657
336	1.5	2	3	Repeat	Con	0	1	Physical	0.359	0.447
343.5	1.5	2	3	Switch	Inc	0	1	Number	0.29	0.578
351	1.5	2	4.5	Switch	Inc	0	1	Physical	0.376	0.378
360	1.5	2	3	Repeat	Con	0	1	Physical	0.201	0.377
367.5	1.5	2	3	Switch	Con	0	1	Number	0.379	0.521
375	1.5	2	3	Repeat	Inc	0	1	Number	0.562	0.645
382.5	1.5	2	3	Switch	Con	0	1	Physical	0.498	0.514
390	1.5	2	3	Repeat	Inc	0	1	Physical	0.279	0.757
397.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.381	0.446
405	1.5	2	3	Switch	Con	0	1	Number	0.293	0.581
412.5	1.5	2	4.5	Repeat	Inc	0	1	Number	0.482	0.542
421.5	1.5	2	3	Switch	Inc	0	1	Physical	0.383	0.552
429	1.5	2	3	Repeat	Con	0	1	Physical	0.401	0.473
436.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.898	0.616
444	1.5	2	3	Repeat	Con	0	1	Physical	0.307	0.439
451.5	1.5	2	3	Switch	Con	0	1	Number	0.453	0.498
459	1.5	2	3	Switch	Inc	0	1	Physical	0.53	0.437
466.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.734	0.479
474	1.5	2	3	Switch	Con	0	1	Number	0.549	0.456
481.5	1.5	2	3	Repeat	Con	10	1	Number	0.639	0.498
489	1.5	2	3	Switch	Inc	0	1	Physical	0.443	0.378
0	1.5	3	3	Repeat	Con	0	1	Physical	0.645	0.482
7.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.481	0.42
15	1.5	3	3	Switch	Con	10	1	Number	0.403	0.418
22.5	1.5	3	3	Repeat	Inc	0	0	Number	0.618	0.497
30	1.5	3	3	Switch	Con	0	1	Physical	0.563	0.501
37.5	1.5	3	3	Switch	Con	10	1	Number	0.443	0.494
45	1.5	3	3	Switch	Inc	0	1	Physical	0.282	0.53
52.5	1.5	3	3	Switch	Con	0	1	Number	0.554	0.385
60	1.5	3	6	Switch	Con	10	1	Physical	0.395	0.485
70.5	1.5	3	3	Repeat	Con	10	1	Physical	0.298	0.387
78	1.5	3	3	Repeat	Inc	0	1	Physical	0.401	0.455
85.5	1.5	3	7.5	Switch	Inc	0	0	Number	0.467	0.421
97.5	1.5	3	3	Repeat	Inc	0	1	Number	0.382	0.681
105	1.5	3	3	Switch	Con	0	1	Physical	0.53	0.352
112.5	1.5	3	6	Repeat	Con	0	1	Physical	0.531	0.441
123	1.5	3	3	Switch	Con	0	0	Number	0.419	0.682
130.5	1.5	3	3	Switch	Inc	0	1	Physical	0.415	0.894
138	1.5	3	3	Repeat	Con	0	1	Physical	0.614	0.447
145.5	1.5	3	3	Null	Inc	0	0	NoChoice	1.493	0.76
153	1.5	3	3	Switch	Con	0	1	Number	0.403	0.53
160.5	1.5	3	4.5	Switch	Con	0	1	Physical	0.558	0.609
169.5	1.5	3	3	Switch	Inc	0	1	Number	0.323	0.691
177	1.5	3	3	Switch	Con	10	1	Physical	0.318	0.439
184.5	1.5	3	3	Repeat	Inc	10	1	Physical	0.335	0.395
192	1.5	3	3	Switch	Con	0	1	Number	0.57	0.527
199.5	1.5	3	3	Repeat	Con	0	1	Number	0.425	0.562
207	1.5	3	3	Switch	Inc	0	1	Physical	0.319	0.455
214.5	1.5	3	3	Repeat	Con	0	1	Physical	0.405	0.446
222	1.5	3	3	Switch	Con	0	1	Number	0.346	0.406
229.5	1.5	3	3	Repeat	Con	0	1	Number	0.573	0.486
237	1.5	3	3	Switch	Inc	0	0	Physical	0.373	0.697
244.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.369	0.427
252	1.5	3	3	Switch	Inc	0	1	Number	0.452	1.191
259.5	1.5	3	3	Switch	Inc	0	1	Physical	0.176	0.569
267	1.5	3	3	Switch	Inc	0	1	Number	0.388	0.58
274.5	1.5	3	3	Switch	Inc	0	0	Physical	0.891	0.874
282	1.5	3	3	Repeat	Inc	10	1	Physical	0.454	0.499
289.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.558	0.518
297	1.5	3	3	Switch	Con	0	1	Number	0.432	0.465
304.5	1.5	3	4.5	Repeat	Con	10	1	Number	0.447	0.479
313.5	1.5	3	3	Switch	Con	0	1	Physical	0.38	0.6
321	1.5	3	3	Repeat	Inc	10	1	Physical	0.377	0.421
328.5	1.5	3	3	Switch	Inc	0	0	Number	0.363	0.63
336	1.5	3	3	Repeat	Con	0	1	Number	0.527	0.549
343.5	1.5	3	3	Switch	Inc	10	1	Physical	0.572	0.447
351	1.5	3	3	Repeat	Con	0	1	Physical	0.514	0.712
358.5	1.5	3	3	Switch	Inc	0	1	Number	0.344	0.717
366	1.5	3	3	Switch	Inc	0	1	Physical	0.747	0.805
373.5	1.5	3	3	Switch	Inc	0	1	Number	0.789	0.724
381	1.5	3	3	Repeat	Con	0	1	Number	0.404	0.494
388.5	1.5	3	3	Switch	Inc	0	1	Physical	0.321	0.651
396	1.5	3	3	Repeat	Inc	0	1	Physical	0.705	0.625
403.5	1.5	3	4.5	Switch	Con	0	1	Number	0.369	0.585
412.5	1.5	3	3	Null	Con	0	0	NoChoice	0	0.464
420	1.5	3	3	Switch	Inc	10	1	Physical	0.313	0.427
427.5	1.5	3	3	Switch	Con	0	1	Number	0.467	0.429
435	1.5	3	3	Repeat	Con	0	1	Number	0.705	0.586
442.5	1.5	3	4.5	Null	Con	0	0	NoChoice	0	1.199
451.5	1.5	3	3	Switch	Inc	0	1	Physical	0.398	0.474
459	1.5	3	3	Switch	Inc	0	0	Number	0.366	0.584
466.5	1.5	3	3	Switch	Inc	0	1	Physical	0.338	0.459
474	1.5	3	3	Switch	Con	0	1	Number	0.483	0.534
481.5	1.5	3	3	Switch	Inc	0	0	Physical	0.954	0.723
489	1.5	3	3	Repeat	Con	0	1	Physical	0.349	0.398
0	1.5	4	4.5	Repeat	Inc	0	1	Physical	0.458	0.404
9	1.5	4	3	Repeat	Inc	10	1	Physical	0.307	0.483
16.5	1.5	4	3	Switch	Con	0	1	Number	0.606	0.639
24	1.5	4	3	Repeat	Inc	0	1	Number	0.49	0.6
31.5	1.5	4	3	Repeat	Con	0	1	Number	0.501	0.546
39	1.5	4	3	Switch	Inc	0	1	Physical	0.667	0.437
46.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.314	0.479
54	1.5	4	3	Switch	Con	0	1	Number	0.323	0.519
61.5	1.5	4	3	Repeat	Con	0	1	Number	0.41	0.544
69	1.5	4	3	Switch	Inc	0	0	Physical	0.476	0.549
76.5	1.5	4	3	Repeat	Con	0	1	Physical	0.387	0.373
84	1.5	4	6	Repeat	Inc	0	1	Physical	0.476	0.451
94.5	1.5	4	3	Switch	Con	0	1	Number	0.33	0.591
102	1.5	4	3	Repeat	Inc	0	1	Number	0.366	0.786
109.5	1.5	4	3	Repeat	Con	0	1	Number	0.387	0.536
117	1.5	4	3	Switch	Con	10	1	Physical	0.397	0.407
124.5	1.5	4	3	Switch	Inc	0	1	Number	0.413	0.53
132	1.5	4	3	Switch	Inc	0	0	Physical	0.422	0.69
139.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.441	0.637
147	1.5	4	7.5	Switch	Con	0	1	Number	0.394	0.508
159	1.5	4	3	Repeat	Con	0	1	Number	0.344	0.705
166.5	1.5	4	3	Switch	Inc	10	1	Physical	0.361	0.389
174	1.5	4	3	Switch	Con	10	1	Number	0.44	0.426
181.5	1.5	4	3	Repeat	Con	0	1	Number	0.826	0.693
189	1.5	4	3	Switch	Inc	10	1	Physical	0.531	0.467
196.5	1.5	4	3	Switch	Con	0	1	Number	0.654	0.516
204	1.5	4	3	Switch	Con	0	1	Physical	0.405	0.558
211.5	1.5	4	4.5	Repeat	Inc	0	1	Physical	0.393	0.417
220.5	1.5	4	3	Switch	Con	0	1	Number	0.364	0.485
228	1.5	4	3	Repeat	Inc	0	1	Number	0.529	0.797
235.5	1.5	4	3	Switch	Inc	10	1	Physical	0.374	0.482
243	1.5	4	3	Repeat	Con	0	1	Physical	0.594	0.529
250.5	1.5	4	3	Repeat	Con	0	1	Physical	0.357	0.6
258	1.5	4	3	Switch	Con	10	1	Number	0.567	0.451
265.5	1.5	4	3	Repeat	Con	0	1	Number	0.86	0.689
273	1.5	4	3	Switch	Inc	0	0	Physical	0.405	0.73
280.5	1.5	4	6	Repeat	Con	0	1	Physical	0.274	0.576
291	1.5	4	3	Repeat	Inc	10	1	Physical	0.418	0.457
298.5	1.5	4	3	Switch	Con	0	1	Number	0.652	0.564
306	1.5	4	4.5	Repeat	Con	0	1	Number	0.376	0.467
315	1.5	4	3	Switch	Inc	0	1	Physical	0.569	0.554
322.5	1.5	4	3	Repeat	Con	10	1	Physical	1.065	0.464
330	1.5	4	3	Switch	Con	10	1	Number	0.398	0.41
337.5	1.5	4	3	Repeat	Inc	0	0	Number	0.486	0.466
345	1.5	4	3	Switch	Inc	0	1	Physical	0.051	0.402
352.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.762	0.594
360	1.5	4	3	Repeat	Con	10	1	Physical	0.787	0.457
367.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.439	0.475
375	1.5	4	3	Switch	Inc	0	1	Number	0.703	0.781
382.5	1.5	4	3	Repeat	Inc	0	1	Number	0.675	0.755
390	1.5	4	3	Repeat	Con	0	1	Number	0.817	0.635
397.5	1.5	4	3	Switch	Con	0	0	Physical	1.133	0
405	1.5	4	3	Repeat	Inc	0	1	Physical	0.424	0.442
412.5	1.5	4	3	Repeat	Con	0	1	Physical	0.367	0.372
420	1.5	4	3	Switch	Inc	0	0	Number	0.668	0.414
427.5	1.5	4	3	Repeat	Con	0	1	Number	0.618	1.147
435	1.5	4	3	Repeat	Con	0	1	Number	0.664	0.544
442.5	1.5	4	4.5	Switch	Inc	0	1	Physical	0.394	0.409
451.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.35	0.492
459	1.5	4	3	Repeat	Con	0	1	Physical	0.341	0.47
466.5	1.5	4	3	Switch	Con	0	1	Number	0.326	0.48
474	1.5	4	3	Repeat	Inc	0	1	Number	0.413	0.856
481.5	1.5	4	3	Repeat	Inc	0	1	Number	0.383	0.684
489	1.5	4	3	Switch	Inc	0	1	Physical	0.357	0.449
0	1.5	5	3	Repeat	Inc	0	1	Physical	1.005	0.897
7.5	1.5	5	3	Switch	Con	0	1	Number	0.358	0.656
15	1.5	5	3	Repeat	Con	0	1	Number	0.528	0.581
22.5	1.5	5	3	Switch	Inc	0	1	Physical	0.116	0.439
30	1.5	5	3	Repeat	Con	0	1	Physical	0.194	0.51
37.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.303	0.718
45	1.5	5	3	Switch	Con	0	1	Number	0.618	0.697
52.5	1.5	5	3	Switch	Con	10	1	Physical	0.711	0.421
60	1.5	5	3	Switch	Inc	0	0	Number	0.438	0.806
67.5	1.5	5	3	Switch	Con	0	1	Physical	0.56	0.58
75	1.5	5	3	Switch	Inc	0	1	Number	0.334	0.776
82.5	1.5	5	3	Switch	Inc	0	0	Physical	0.407	0.602
90	1.5	5	3	Repeat	Con	0	1	Physical	0.42	0.518
97.5	1.5	5	3	Switch	Inc	0	1	Number	0.343	0.635
105	1.5	5	3	Repeat	Inc	0	0	Number	0.4	0.605
112.5	1.5	5	3	Switch	Inc	10	1	Physical	0.343	0.444
120	1.5	5	6	Repeat	Inc	0	1	Physical	0.355	0.565
130.5	1.5	5	3	Repeat	Con	0	1	Physical	0.367	0.465
138	1.5	5	4.5	Switch	Inc	0	1	Number	0.493	0.962
147	1.5	5	3	Repeat	Con	0	1	Number	0.457	0.553
154.5	1.5	5	3	Switch	Inc	0	1	Physical	0.394	0.403
162	1.5	5	3	Switch	Inc	0	1	Number	0.733	0.553
169.5	1.5	5	3	Repeat	Con	0	1	Number	0.515	0.533
177	1.5	5	6	Repeat	Con	10	1	Number	0.432	0.384
187.5	1.5	5	3	Switch	Con	10	1	Physical	0.496	0.486
195	1.5	5	3	Repeat	Inc	0	1	Physical	0.383	0.643
202.5	1.5	5	4.5	Switch	Inc	0	1	Number	0.569	0.668
211.5	1.5	5	3	Switch	Inc	0	1	Physical	0.355	0.506
219	1.5	5	3	Switch	Inc	0	1	Number	0.386	0.578
226.5	1.5	5	3	Repeat	Con	0	1	Number	0.427	0.518
234	1.5	5	3	Switch	Inc	0	1	Physical	0.489	0.82
241.5	1.5	5	4.5	Repeat	Inc	0	0	Physical	0.605	0.638
250.5	1.5	5	3	Repeat	Con	0	1	Physical	0.388	0.396
258	1.5	5	3	Switch	Con	0	1	Number	0.331	0.737
265.5	1.5	5	3	Null	Con	0	0	NoChoice	0	1.397
273	1.5	5	3	Switch	Inc	0	1	Number	0.409	0.636
280.5	1.5	5	3	Switch	Con	0	1	Physical	0.331	0.583
288	1.5	5	3	Repeat	Inc	0	1	Physical	0.635	0.453
295.5	1.5	5	3	Switch	Inc	0	1	Number	0.355	0.594
303	1.5	5	3	Switch	Con	0	1	Physical	0.292	0.421
310.5	1.5	5	3	Repeat	Con	0	1	Physical	0.369	0.372
318	1.5	5	3	Switch	Con	0	1	Number	0.438	0.481
325.5	1.5	5	3	Switch	Con	10	1	Physical	0.41	0.383
333	1.5	5	3	Repeat	Con	0	1	Physical	0.428	0.402
340.5	1.5	5	3	Switch	Inc	0	0	Number	0.44	0.364
348	1.5	5	3	Repeat	Con	0	1	Number	0.785	0.501
355.5	1.5	5	3	Repeat	Inc	0	1	Number	0.49	0.586
363	1.5	5	3	Switch	Con	0	1	Physical	0.279	0.408
370.5	1.5	5	3	Repeat	Inc	10	1	Physical	0.411	0.487
378	1.5	5	3	Switch	Con	0	1	Number	0.405	0.537
385.5	1.5	5	3	Switch	Con	0	1	Physical	0.482	0.427
393	1.5	5	3	Repeat	Con	0	1	Physical	0.236	0.449
400.5	1.5	5	3	Repeat	Inc	10	1	Physical	0.57	0.469
408	1.5	5	3	Repeat	Con	10	1	Physical	0.405	0.426
415.5	1.5	5	3	Switch	Con	0	1	Number	0.669	0.641
423	1.5	5	4.5	Repeat	Inc	0	1	Number	0.655	0.688
432	1.5	5	3	Null	Inc	0	0	NoChoice	1.445	0.684
439.5	1.5	5	3	Switch	Con	0	1	Number	0.481	0.419
447	1.5	5	3	Switch	Inc	0	0	Physical	0.391	0.507
454.5	1.5	5	3	Repeat	Con	0	1	Physical	0.394	0.384
462	1.5	5	3	Switch	Inc	0	0	Number	0.633	0.528
469.5	1.5	5	7.5	Switch	Inc	10	1	Physical	0.471	0.356
481.5	1.5	5	3	Null	Con	0	0	NoChoice	0	0.555
489	1.5	5	3	Switch	Inc	0	1	Number	0.36	0.581
