onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
138	1.5	2	3	Switch	Con	0	1	Number	0.223	0.605
145.5	1.5	2	3	Repeat	Con	10	1	Number	0.271	0.426
153	1.5	2	3	Switch	Con	0	1	Physical	0.308	0.714
160.5	1.5	2	3	Repeat	Con	10	1	Physical	0.297	0.424
168	1.5	2	3	Repeat	Con	10	1	Physical	0.291	0.375
175.5	1.5	2	4.5	Switch	Con	10	1	Number	0.328	0.398
184.5	1.5	2	3	Switch	Inc	0	0	Physical	0.282	0.569
192	1.5	2	3	Repeat	Inc	10	1	Physical	0.327	0.392
199.5	1.5	2	3	Repeat	Con	0	1	Physical	0.374	0.456
207	1.5	2	3	Repeat	Inc	0	1	Physical	0.307	0.406
214.5	1.5	2	3	Switch	Con	0	1	Number	0.302	0.437
222	1.5	2	4.5	Repeat	Con	0	1	Number	0.3	0.446
231	1.5	2	3	Switch	Inc	0	1	Physical	0.354	0.721
238.5	1.5	2	3	Switch	Con	0	1	Number	0.302	0.504
246	1.5	2	3	Repeat	Inc	0	1	Number	0.318	0.888
253.5	1.5	2	3	Repeat	Con	10	1	Number	0.306	0.464
261	1.5	2	3	Repeat	Con	10	1	Number	0.491	0.388
268.5	1.5	2	3	Switch	Inc	10	1	Physical	0.355	0.426
276	1.5	2	3	Switch	Inc	0	1	Number	0.364	0.468
283.5	1.5	2	3	Repeat	Con	0	1	Number	0.277	0.4
291	1.5	2	3	Repeat	Inc	0	0	Number	0.32	0.46
298.5	1.5	2	3	Repeat	Inc	10	1	Number	0.287	0.473
306	1.5	2	3	Switch	Inc	0	1	Physical	0.317	0.437
313.5	1.5	2	3	Repeat	Inc	0	0	Physical	0.328	0.61
321	1.5	2	3	Repeat	Inc	0	1	Physical	0.318	0.67
328.5	1.5	2	6	Switch	Inc	0	1	Number	0.308	0.876
339	1.5	2	3	Switch	Inc	0	1	Physical	0.34	0.69
346.5	1.5	2	4.5	Repeat	Inc	0	1	Physical	0.337	0.5
355.5	1.5	2	3	Repeat	Con	0	1	Physical	0.367	0.448
363	1.5	2	3	Repeat	Con	0	1	Physical	0.406	0.461
370.5	1.5	2	3	Switch	Con	0	1	Number	0.327	0.43
378	1.5	2	3	Repeat	Inc	0	1	Number	0.429	0.806
385.5	1.5	2	3	Repeat	Inc	0	1	Number	0.341	0.557
393	1.5	2	3	Repeat	Con	0	1	Number	0.341	0.344
400.5	1.5	2	3	Repeat	Inc	0	1	Number	0.294	0.521
408	1.5	2	3	Switch	Inc	0	1	Physical	0.463	0.917
415.5	1.5	2	7.5	Repeat	Inc	0	1	Physical	0.35	0.411
427.5	1.5	2	3	Switch	Inc	0	1	Number	0.346	0.533
435	1.5	2	4.5	Switch	Inc	0	1	Physical	0.439	0.597
444	1.5	2	3	Repeat	Inc	0	1	Physical	0.392	0.683
451.5	1.5	2	3	Repeat	Inc	0	0	Physical	0.335	0.49
459	1.5	2	3	Repeat	Inc	0	1	Physical	0.304	0.435
466.5	1.5	2	3	Repeat	Con	0	1	Physical	0.341	0.393
474	1.5	2	3	Repeat	Inc	0	1	Physical	0.341	0.537
481.5	1.5	2	3	Repeat	Con	0	1	Physical	0.302	0.449
489	1.5	2	3	Switch	Con	0	1	Number	0.336	0.681
0	1.5	3	3	Repeat	Inc	0	1	Number	0.679	0.713
7.5	1.5	3	3	Repeat	Con	0	1	Number	0.567	0.705
15	1.5	3	3	Switch	Inc	0	1	Physical	0.368	0.912
22.5	1.5	3	3	Switch	Con	0	1	Number	0.322	0.791
30	1.5	3	3	Switch	Inc	0	0	Physical	0.313	0.511
37.5	1.5	3	3	Repeat	Con	0	1	Physical	0.267	0.452
45	1.5	3	3	Repeat	Inc	0	1	Physical	0.277	0.582
52.5	1.5	3	3	Switch	Inc	0	0	Number	0.275	0.552
60	1.5	3	3	Repeat	Con	10	1	Number	0.317	0.454
67.5	1.5	3	3	Repeat	Inc	0	1	Number	0.354	0.507
75	1.5	3	3	Repeat	Inc	0	0	Number	0.321	0.666
82.5	1.5	3	3	Repeat	Con	0	1	Number	0.3	0.434
90	1.5	3	3	Switch	Con	0	1	Physical	0.1	0.782
97.5	1.5	3	3	Repeat	Con	0	1	Physical	0.421	0.429
105	1.5	3	3	Switch	Inc	0	0	Number	0.264	0.609
112.5	1.5	3	3	Repeat	Con	10	1	Number	0.401	0.405
120	1.5	3	3	Switch	Inc	0	0	Physical	0.782	0.528
127.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.328	0.714
135	1.5	3	3	Repeat	Con	0	1	Physical	0.307	0.415
142.5	1.5	3	3	Switch	Inc	0	0	Number	0.344	0.645
150	1.5	3	3	Repeat	Con	0	1	Number	0.393	0.814
157.5	1.5	3	3	Repeat	Inc	0	1	Number	0.323	0.587
165	1.5	3	3	Repeat	Con	10	1	Number	0.404	0.389
172.5	1.5	3	3	Switch	Con	10	1	Physical	0.358	0.436
180	1.5	3	3	Switch	Inc	0	0	Number	0.41	1.109
187.5	1.5	3	3	Repeat	Inc	0	0	Number	0.337	0.393
195	1.5	3	3	Repeat	Inc	0	1	Number	0.362	0.695
202.5	1.5	3	4.5	Switch	Inc	0	1	Physical	0.309	0.592
211.5	1.5	3	3	Repeat	Con	0	1	Physical	0.302	0.445
219	1.5	3	3	Switch	Inc	10	1	Number	0.459	0.458
226.5	1.5	3	3	Repeat	Con	10	1	Number	0.601	0.447
234	1.5	3	6	Repeat	Con	0	1	Number	0.342	0.509
244.5	1.5	3	3	Repeat	Inc	10	1	Number	0.351	0.495
252	1.5	3	3	Repeat	Con	10	1	Number	0.363	0.436
259.5	1.5	3	3	Repeat	Con	0	1	Number	0.358	0.419
267	1.5	3	3	Switch	Con	0	1	Physical	0.245	0.501
274.5	1.5	3	3	Repeat	Con	0	1	Physical	0.358	0.474
282	1.5	3	3	Repeat	Inc	0	1	Physical	0.329	0.821
289.5	1.5	3	3	Switch	Con	10	1	Number	0.314	0.469
297	1.5	3	4.5	Repeat	Con	0	1	Number	0.364	0.448
306	1.5	3	3	Switch	Con	0	1	Physical	0.336	0.729
313.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.297	1.017
321	1.5	3	3	Repeat	Con	10	1	Physical	0.342	0.362
328.5	1.5	3	3	Repeat	Inc	10	1	Physical	0.564	0.402
336	1.5	3	3	Repeat	Inc	0	1	Physical	0.481	0.442
343.5	1.5	3	7.5	Repeat	Con	0	1	Physical	0.319	0.533
355.5	1.5	3	3	Switch	Inc	0	1	Number	1.082	0.458
363	1.5	3	3	Repeat	Inc	0	1	Number	0.32	0.53
370.5	1.5	3	3	Repeat	Inc	0	1	Number	0.325	0.518
378	1.5	3	3	Repeat	Con	0	1	Number	0.312	0.493
385.5	1.5	3	3	Repeat	Con	0	1	Number	0.529	0.411
393	1.5	3	3	Switch	Con	0	1	Physical	0.307	0.446
400.5	1.5	3	3	Repeat	Con	0	1	Physical	0.525	0.462
408	1.5	3	3	Switch	Inc	0	0	Number	0.224	1.101
415.5	1.5	3	4.5	Repeat	Inc	0	1	Number	0.318	0.503
424.5	1.5	3	3	Switch	Con	0	1	Physical	0.37	0.43
432	1.5	3	6	Repeat	Inc	0	1	Physical	0.279	0.592
442.5	1.5	3	4.5	Repeat	Con	0	1	Physical	0.383	0.481
451.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.319	0.491
459	1.5	3	3	Repeat	Con	10	1	Physical	0.391	0.401
466.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.389	0.578
474	1.5	3	3	Switch	Inc	0	1	Number	0.291	0.474
481.5	1.5	3	3	Switch	Inc	0	1	Physical	0.293	0.767
489	1.5	3	3	Switch	Con	0	1	Number	0.302	0.436
0	1.5	4	3	Switch	Con	0	1	Physical	0.372	0.381
7.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.272	0.424
15	1.5	4	3	Switch	Inc	0	1	Number	0.314	0.702
22.5	1.5	4	3	Repeat	Inc	0	1	Number	0.28	0.693
30	1.5	4	3	Repeat	Con	0	1	Number	0.276	0.458
37.5	1.5	4	3	Repeat	Inc	0	1	Number	0.365	0.509
45	1.5	4	3	Repeat	Con	0	1	Number	0.272	0.403
52.5	1.5	4	3	Switch	Con	10	1	Physical	0.275	0.438
60	1.5	4	4.5	Switch	Con	0	1	Number	0.26	0.389
69	1.5	4	6	Switch	Con	0	1	Physical	0.312	0.328
79.5	1.5	4	3	Repeat	Con	0	1	Physical	0.284	0.46
87	1.5	4	3	Repeat	Con	10	1	Physical	0.434	0.356
94.5	1.5	4	3	Repeat	Con	10	1	Physical	0.254	0.384
102	1.5	4	3	Switch	Con	0	1	Number	0.258	0.421
109.5	1.5	4	3	Switch	Inc	0	1	Physical	0.307	0.562
117	1.5	4	3	Repeat	Con	0	1	Physical	0.224	0.457
124.5	1.5	4	3	Repeat	Inc	10	1	Physical	0.279	0.43
132	1.5	4	3	Repeat	Inc	0	1	Physical	0.289	0.523
139.5	1.5	4	3	Repeat	Con	0	1	Physical	0.282	0.381
147	1.5	4	3	Switch	Inc	0	0	Number	0.312	0.603
154.5	1.5	4	3	Repeat	Inc	0	1	Number	0.264	0.387
162	1.5	4	3	Switch	Inc	10	1	Physical	0.313	0.406
169.5	1.5	4	3	Switch	Inc	0	1	Number	0.324	0.761
177	1.5	4	3	Repeat	Con	10	1	Number	0.261	0.497
184.5	1.5	4	3	Switch	Con	0	1	Physical	0.454	0.384
192	1.5	4	3	Switch	Con	10	1	Number	0.459	0.413
199.5	1.5	4	3	Repeat	Con	0	1	Number	0.296	0.537
207	1.5	4	3	Switch	Inc	0	0	Physical	0.541	0.501
214.5	1.5	4	3	Repeat	Inc	0	0	Physical	0.288	0.559
222	1.5	4	6	Repeat	Con	10	1	Physical	0.269	0.388
232.5	1.5	4	3	Switch	Inc	0	1	Number	0.269	0.586
240	1.5	4	3	Repeat	Con	10	1	Number	0.333	0.457
247.5	1.5	4	3	Repeat	Inc	0	1	Number	0.543	0.423
255	1.5	4	3	Switch	Inc	0	1	Physical	0.09	0.489
262.5	1.5	4	3	Switch	Inc	10	1	Number	0.275	0.43
270	1.5	4	3	Repeat	Con	10	1	Number	0.332	0.449
277.5	1.5	4	7.5	Switch	Inc	0	1	Physical	0.358	0.75
289.5	1.5	4	3	Switch	Con	0	1	Number	0.328	0.377
297	1.5	4	3	Repeat	Inc	0	0	Number	0.55	0.376
304.5	1.5	4	3	Repeat	Con	10	1	Number	0.305	0.382
312	1.5	4	3	Repeat	Inc	0	0	Number	0.372	0.713
319.5	1.5	4	3	Repeat	Inc	10	1	Number	0.3	0.492
327	1.5	4	3	Switch	Con	0	1	Physical	0.366	0.449
334.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.51	0.629
342	1.5	4	3	Switch	Con	10	1	Number	0.304	0.443
349.5	1.5	4	3	Switch	Con	0	1	Physical	0.39	0.901
357	1.5	4	3	Switch	Con	0	1	Number	0.338	0.541
364.5	1.5	4	3	Repeat	Con	0	1	Number	0.302	0.465
372	1.5	4	3	Repeat	Con	0	1	Number	0.339	0.447
379.5	1.5	4	3	Repeat	Con	0	1	Number	0.311	0.411
387	1.5	4	3	Repeat	Inc	0	0	Number	0.305	0.469
394.5	1.5	4	4.5	Repeat	Con	0	1	Number	0.32	0.504
403.5	1.5	4	4.5	Switch	Inc	0	1	Physical	0.305	0.622
412.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.332	0.522
420	1.5	4	3	Repeat	Inc	0	1	Physical	0.331	0.727
427.5	1.5	4	3	Switch	Inc	0	0	Number	0.322	0.582
435	1.5	4	3	Repeat	Inc	0	1	Number	0.5	0.512
442.5	1.5	4	3	Switch	Con	0	1	Physical	0.308	0.527
450	1.5	4	3	Repeat	Con	10	1	Physical	0.32	0.413
457.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.437	0.775
465	1.5	4	3	Repeat	Inc	10	1	Physical	0.254	0.403
472.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.464	0.673
480	1.5	4	4.5	Switch	Con	0	1	Number	0.362	0.411
489	1.5	4	3	Repeat	Inc	0	1	Number	0.344	0.474
0	1.5	5	3	Switch	Inc	0	0	Physical	0.415	0.577
7.5	1.5	5	3	Repeat	Con	10	1	Physical	0.274	0.397
15	1.5	5	3	Repeat	Inc	0	1	Physical	0.331	0.48
22.5	1.5	5	3	Repeat	Con	0	1	Physical	0.452	0.413
30	1.5	5	3	Switch	Inc	0	1	Number	0.288	0.522
37.5	1.5	5	3	Repeat	Con	10	1	Number	0.387	0.415
45	1.5	5	3	Repeat	Con	10	1	Number	0.377	0.452
52.5	1.5	5	3	Repeat	Inc	0	1	Number	0.468	0.555
60	1.5	5	3	Repeat	Con	0	1	Number	0.298	0.393
67.5	1.5	5	6	Switch	Con	10	1	Physical	0.275	0.42
78	1.5	5	3	Repeat	Con	10	1	Physical	0.278	0.485
85.5	1.5	5	3	Switch	Inc	0	1	Number	0.308	0.967
93	1.5	5	6	Switch	Con	10	1	Physical	0.319	0.448
103.5	1.5	5	3	Switch	Inc	0	1	Number	0.352	1.264
111	1.5	5	3	Repeat	Inc	0	1	Number	0.275	0.938
118.5	1.5	5	4.5	Repeat	Con	10	1	Number	0.29	0.4
127.5	1.5	5	3	Repeat	Con	0	1	Number	0.358	0.506
135	1.5	5	3	Repeat	Inc	10	1	Number	0.279	0.45
142.5	1.5	5	3	Repeat	Inc	0	1	Number	0.316	0.657
150	1.5	5	3	Switch	Con	10	1	Physical	0.364	0.461
157.5	1.5	5	3	Repeat	Con	0	1	Physical	0.321	0.416
165	1.5	5	3	Switch	Con	10	1	Number	0.266	0.409
172.5	1.5	5	3	Switch	Con	0	1	Physical	0.394	0.494
180	1.5	5	3	Repeat	Inc	0	0	Physical	0.948	0.621
187.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.286	0.387
195	1.5	5	3	Repeat	Con	0	1	Physical	0.388	0.41
202.5	1.5	5	3	Switch	Con	0	1	Number	0.607	0.462
210	1.5	5	3	Repeat	Con	0	1	Number	0.266	0.387
217.5	1.5	5	3	Repeat	Inc	0	0	Number	0.288	0.373
225	1.5	5	3	Repeat	Inc	0	0	Number	0.305	0.492
232.5	1.5	5	3	Repeat	Inc	0	1	Number	0.289	0.563
240	1.5	5	3	Switch	Inc	10	1	Physical	0.286	0.373
247.5	1.5	5	3	Repeat	Con	10	1	Physical	0.431	0.441
255	1.5	5	3	Repeat	Inc	0	0	Physical	0.313	0.499
262.5	1.5	5	3	Repeat	Con	10	1	Physical	0.283	0.451
270	1.5	5	3	Repeat	Con	0	1	Physical	0.304	0.429
277.5	1.5	5	3	Switch	Con	0	1	Number	0.331	0.389
285	1.5	5	3	Repeat	Inc	0	1	Number	0.359	0.433
292.5	1.5	5	3	Switch	Con	0	1	Physical	0.283	0.61
300	1.5	5	3	Switch	Con	0	1	Number	0.256	0.352
307.5	1.5	5	4.5	Repeat	Inc	0	1	Number	0.268	0.45
316.5	1.5	5	3	Repeat	Inc	0	0	Number	0.32	0.368
324	1.5	5	3	Repeat	Con	0	1	Number	0.34	0.373
331.5	1.5	5	3	Repeat	Con	0	1	Number	0.311	0.446
339	1.5	5	3	Switch	Inc	0	1	Physical	0.328	0.534
346.5	1.5	5	3	Repeat	Con	0	1	Physical	0.291	0.479
354	1.5	5	3	Repeat	Inc	0	1	Physical	0.282	0.606
361.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.323	0.427
369	1.5	5	3	Repeat	Con	0	1	Physical	0.356	0.372
376.5	1.5	5	7.5	Repeat	Inc	0	1	Physical	0.292	0.666
388.5	1.5	5	4.5	Switch	Inc	0	1	Number	0.358	0.41
397.5	1.5	5	3	Repeat	Inc	0	1	Number	0.329	0.842
405	1.5	5	3	Repeat	Inc	0	1	Number	0.311	0.911
412.5	1.5	5	3	Repeat	Inc	0	1	Number	0.304	0.437
420	1.5	5	3	Repeat	Inc	0	1	Number	0.62	0.5
427.5	1.5	5	3	Repeat	Inc	0	1	Number	0.462	0.465
435	1.5	5	3	Repeat	Con	0	1	Number	0.316	0.46
442.5	1.5	5	3	Repeat	Con	0	1	Number	0.284	0.399
450	1.5	5	3	Repeat	Inc	0	1	Number	0.358	0.502
457.5	1.5	5	3	Repeat	Inc	0	1	Number	0.371	0.513
465	1.5	5	4.5	Switch	Inc	0	1	Physical	0.309	0.378
474	1.5	5	3	Switch	Con	10	1	Number	0.304	0.388
481.5	1.5	5	3	Repeat	Con	10	1	Number	0.45	0.385
489	1.5	5	3	Switch	Con	0	1	Physical	0.505	0.399
