onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
7.5	1.5	2	3	Repeat	Con	0	1	Physical	0.276	0.426
15	1.5	2	3	Switch	Con	0	1	Number	0.281	0.507
22.5	1.5	2	3	Switch	Con	0	1	Physical	0.311	0.501
30	1.5	2	3	Switch	Con	0	1	Number	0.33	0.509
37.5	1.5	2	3	Repeat	Con	10	1	Number	0.308	0.436
45	1.5	2	3	Repeat	Inc	0	1	Number	0.304	0.709
52.5	1.5	2	3	Switch	Con	10	1	Physical	0.283	0.414
60	1.5	2	3	Switch	Con	10	1	Number	0.307	0.474
67.5	1.5	2	3	Repeat	Con	10	1	Number	0.442	0.484
75	1.5	2	3	Switch	Inc	0	1	Physical	0.272	0.568
82.5	1.5	2	4.5	Repeat	Inc	0	1	Physical	0.306	0.588
91.5	1.5	2	3	Switch	Con	0	1	Number	0.304	0.439
99	1.5	2	3	Switch	Con	0	1	Physical	0.313	0.451
106.5	1.5	2	3	Repeat	Con	10	1	Physical	0.384	0.388
114	1.5	2	3	Repeat	Inc	0	1	Physical	0.332	0.578
121.5	1.5	2	3	Switch	Con	0	1	Number	0.352	0.682
129	1.5	2	3	Switch	Inc	0	0	Physical	0.278	0.888
136.5	1.5	2	3	Repeat	Con	0	1	Physical	0.298	0.497
144	1.5	2	3	Switch	Con	0	1	Number	0.322	0.554
151.5	1.5	2	3	Repeat	Inc	0	1	Number	0.321	0.579
159	1.5	2	3	Switch	Con	0	1	Physical	0.255	0.411
166.5	1.5	2	3	Switch	Inc	0	1	Number	0.377	0.588
174	1.5	2	7.5	Repeat	Con	0	1	Number	0.287	0.613
186	1.5	2	3	Switch	Inc	0	1	Physical	0.312	0.726
193.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.313	0.901
201	1.5	2	3	Switch	Inc	0	1	Number	0.344	0.53
208.5	1.5	2	3	Switch	Con	0	1	Physical	0.294	0.41
216	1.5	2	3	Repeat	Con	0	1	Physical	0.53	1.034
223.5	1.5	2	3	Switch	Con	0	1	Number	0.345	0.61
231	1.5	2	4.5	Switch	Inc	0	1	Physical	0.278	0.391
240	1.5	2	3	Switch	Inc	0	1	Number	0.296	1.026
247.5	1.5	2	3	Repeat	Inc	10	1	Number	0.351	0.391
255	1.5	2	3	Repeat	Inc	0	1	Number	0.351	0.851
262.5	1.5	2	3	Repeat	Inc	0	1	Number	0.328	0.603
270	1.5	2	3	Switch	Inc	0	1	Physical	0.271	0.603
277.5	1.5	2	3	Switch	Con	0	1	Number	0.277	0.574
285	1.5	2	3	Switch	Con	10	1	Physical	0.285	0.401
292.5	1.5	2	3	Repeat	Con	10	1	Physical	0.277	0.379
300	1.5	2	3	Repeat	Inc	10	1	Physical	0.486	0.453
307.5	1.5	2	3	Switch	Inc	0	1	Number	0.319	0.867
315	1.5	2	3	Repeat	Inc	0	1	Number	0.279	0.534
322.5	1.5	2	6	Switch	Inc	0	1	Physical	0.313	0.633
333	1.5	2	3	Switch	Con	0	1	Number	0.318	0.384
340.5	1.5	2	3	Switch	Inc	0	1	Physical	0.328	0.573
348	1.5	2	3	Repeat	Inc	0	1	Physical	0.276	0.597
355.5	1.5	2	3	Switch	Inc	0	1	Number	0.281	0.501
363	1.5	2	3	Switch	Inc	0	1	Physical	0.288	0.599
370.5	1.5	2	3	Switch	Con	10	1	Number	0.33	0.447
378	1.5	2	4.5	Repeat	Con	10	1	Number	0.321	0.463
387	1.5	2	3	Switch	Con	0	1	Physical	0.304	0.496
394.5	1.5	2	3	Switch	Inc	0	1	Number	0.363	0.756
402	1.5	2	3	Repeat	Con	0	1	Number	0.399	0.457
409.5	1.5	2	4.5	Switch	Con	10	1	Physical	0.308	0.388
418.5	1.5	2	3	Switch	Inc	0	1	Number	0.36	0.911
426	1.5	2	3	Switch	Con	10	1	Physical	0.346	0.409
433.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.401	0.624
441	1.5	2	3	Repeat	Inc	0	1	Physical	0.265	0.515
448.5	1.5	2	6	Switch	Con	0	1	Number	0.298	0.51
459	1.5	2	3	Switch	Con	10	1	Physical	0.282	0.394
466.5	1.5	2	3	Switch	Inc	0	1	Number	0.343	0.646
474	1.5	2	3	Repeat	Inc	0	1	Number	0.301	0.555
481.5	1.5	2	3	Switch	Inc	0	1	Physical	0.27	0.563
489	1.5	2	3	Switch	Inc	0	1	Number	0.344	0.57
0	1.5	3	3	Switch	Inc	10	1	Physical	0.291	0.392
7.5	1.5	3	3	Repeat	Con	10	1	Physical	0.314	0.41
15	1.5	3	3	Switch	Inc	0	1	Number	0.279	0.584
22.5	1.5	3	3	Switch	Con	0	1	Physical	0.283	0.403
30	1.5	3	3	Switch	Inc	10	1	Number	0.318	0.486
37.5	1.5	3	3	Repeat	Inc	0	1	Number	0.322	0.559
45	1.5	3	3	Repeat	Inc	10	1	Number	0.328	0.471
52.5	1.5	3	3	Switch	Con	0	1	Physical	0.259	0.457
60	1.5	3	3	Switch	Con	10	1	Number	0.286	0.377
67.5	1.5	3	3	Repeat	Con	10	1	Number	0.372	0.408
75	1.5	3	4.5	Switch	Inc	0	1	Physical	0.774	0.646
84	1.5	3	3	Repeat	Con	0	1	Physical	0.297	0.423
91.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.323	0.57
99	1.5	3	3	Switch	Con	0	1	Number	0.277	0.468
106.5	1.5	3	3	Switch	Inc	0	1	Physical	0.31	0.599
114	1.5	3	3	Switch	Con	10	1	Number	0.336	0.473
121.5	1.5	3	3	Repeat	Inc	10	1	Number	0.415	0.426
129	1.5	3	3	Switch	Con	0	1	Physical	0.295	0.414
136.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.305	0.376
144	1.5	3	3	Repeat	Con	0	1	Physical	0.258	0.424
151.5	1.5	3	3	Switch	Con	10	1	Number	0.35	0.385
159	1.5	3	3	Switch	Con	10	1	Physical	0.333	0.422
166.5	1.5	3	3	Switch	Con	0	1	Number	0.306	0.409
174	1.5	3	3	Repeat	Inc	10	1	Number	0.327	0.496
181.5	1.5	3	3	Switch	Con	0	1	Physical	0.713	0.416
189	1.5	3	3	Switch	Inc	0	1	Number	0.346	0.635
196.5	1.5	3	3	Repeat	Con	0	1	Number	0.412	0.497
204	1.5	3	3	Switch	Inc	10	1	Physical	0.253	0.419
211.5	1.5	3	3	Repeat	Con	0	1	Physical	0.278	0.481
219	1.5	3	3	Repeat	Con	10	1	Physical	0.273	0.394
226.5	1.5	3	3	Repeat	Con	0	1	Physical	0.297	0.426
234	1.5	3	3	Switch	Inc	0	1	Number	0.275	0.504
241.5	1.5	3	7.5	Switch	Inc	0	1	Physical	0.273	0.412
253.5	1.5	3	3	Repeat	Con	0	1	Physical	0.326	0.376
261	1.5	3	3	Switch	Con	0	1	Number	0.303	0.421
268.5	1.5	3	3	Switch	Con	0	1	Physical	0.306	0.371
276	1.5	3	3	Switch	Con	0	1	Number	0.502	0.421
283.5	1.5	3	6	Repeat	Inc	0	1	Number	0.32	0.504
294	1.5	3	3	Repeat	Inc	0	1	Number	0.33	0.688
301.5	1.5	3	3	Switch	Inc	0	1	Physical	0.255	0.688
309	1.5	3	4.5	Repeat	Inc	10	1	Physical	0.293	0.493
318	1.5	3	3	Switch	Inc	0	1	Number	0.268	0.555
325.5	1.5	3	3	Switch	Inc	0	1	Physical	0.298	0.664
333	1.5	3	3	Switch	Con	0	1	Number	0.28	0.472
340.5	1.5	3	3	Repeat	Con	0	1	Number	0.281	0.374
348	1.5	3	3	Switch	Inc	0	1	Physical	0.24	0.505
355.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.356	0.414
363	1.5	3	3	Switch	Con	0	1	Number	0.296	0.466
370.5	1.5	3	3	Switch	Con	0	1	Physical	0.317	0.38
378	1.5	3	3	Repeat	Con	0	1	Physical	0.28	0.347
385.5	1.5	3	4.5	Repeat	Inc	0	1	Physical	0.269	0.417
394.5	1.5	3	3	Switch	Inc	0	1	Number	0.307	0.381
402	1.5	3	3	Switch	Con	10	1	Physical	0.252	0.417
409.5	1.5	3	6	Repeat	Con	0	1	Physical	0.325	0.378
420	1.5	3	3	Switch	Inc	0	1	Number	0.314	0.621
427.5	1.5	3	3	Repeat	Con	0	1	Number	0.384	0.415
435	1.5	3	3	Repeat	Inc	0	1	Number	0.296	0.521
442.5	1.5	3	3	Switch	Inc	0	1	Physical	0.253	0.402
450	1.5	3	3	Switch	Inc	0	1	Number	0.291	0.507
457.5	1.5	3	3	Switch	Inc	0	1	Physical	0.304	0.439
465	1.5	3	4.5	Repeat	Inc	0	1	Physical	0.271	0.75
474	1.5	3	3	Switch	Con	0	1	Number	0.27	0.427
481.5	1.5	3	3	Switch	Con	10	1	Physical	0.294	0.384
489	1.5	3	3	Repeat	Inc	0	1	Physical	0.303	0.535
0	1.5	4	3	Repeat	Con	0	1	Physical	0.258	0.512
7.5	1.5	4	4.5	Repeat	Con	10	1	Physical	0.253	0.347
16.5	1.5	4	3	Switch	Con	10	1	Number	0.265	0.375
24	1.5	4	3	Switch	Inc	10	1	Physical	0.298	0.493
31.5	1.5	4	3	Switch	Inc	0	0	Number	0.331	0.748
39	1.5	4	3	Repeat	Inc	0	1	Number	0.291	0.584
46.5	1.5	4	3	Repeat	Inc	0	1	Number	0.27	0.592
54	1.5	4	3	Switch	Inc	0	1	Physical	0.258	0.535
61.5	1.5	4	3	Switch	Inc	0	1	Number	0.295	0.518
69	1.5	4	3	Repeat	Con	0	1	Number	0.269	0.438
76.5	1.5	4	3	Repeat	Con	10	1	Number	0.254	0.468
84	1.5	4	3	Switch	Inc	10	1	Physical	0.265	0.42
91.5	1.5	4	3	Switch	Con	10	1	Number	0.442	0.41
99	1.5	4	4.5	Switch	Con	0	1	Physical	0.283	0.347
108	1.5	4	3	Repeat	Inc	0	1	Physical	0.277	0.568
115.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.252	0.519
123	1.5	4	3	Switch	Inc	0	0	Number	0.31	0.379
130.5	1.5	4	3	Repeat	Inc	0	1	Number	0.301	0.564
138	1.5	4	4.5	Switch	Con	0	1	Physical	0.247	0.385
147	1.5	4	3	Switch	Con	0	1	Number	0.267	0.427
154.5	1.5	4	3	Switch	Inc	0	1	Physical	0.28	0.586
162	1.5	4	3	Repeat	Con	10	1	Physical	0.34	0.437
169.5	1.5	4	3	Switch	Con	10	1	Number	0.306	0.452
177	1.5	4	3	Repeat	Con	0	1	Number	0.342	0.526
184.5	1.5	4	3	Repeat	Inc	0	1	Number	0.301	0.583
192	1.5	4	3	Switch	Con	0	1	Physical	0.305	0.365
199.5	1.5	4	3	Switch	Con	0	1	Number	0.317	0.438
207	1.5	4	3	Switch	Con	10	1	Physical	0.246	0.374
214.5	1.5	4	3	Repeat	Con	0	1	Physical	0.275	0.412
222	1.5	4	3	Switch	Con	0	1	Number	0.271	0.433
229.5	1.5	4	3	Switch	Inc	0	0	Physical	0.314	0.55
237	1.5	4	3	Switch	Inc	0	1	Number	0.3	0.63
244.5	1.5	4	3	Repeat	Inc	0	1	Number	0.289	0.54
252	1.5	4	3	Repeat	Inc	0	1	Number	0.21	0.524
259.5	1.5	4	3	Switch	Con	0	1	Physical	0.278	0.409
267	1.5	4	3	Repeat	Con	10	1	Physical	0.403	0.353
274.5	1.5	4	3	Switch	Con	0	1	Number	0.455	0.538
282	1.5	4	3	Repeat	Con	0	1	Number	0.307	0.669
289.5	1.5	4	6	Switch	Con	0	1	Physical	0.26	0.453
300	1.5	4	3	Switch	Inc	0	1	Number	0.307	0.468
307.5	1.5	4	3	Switch	Inc	0	1	Physical	0.353	0.635
315	1.5	4	3	Repeat	Inc	10	1	Physical	0.26	0.391
322.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.285	0.546
330	1.5	4	3	Switch	Inc	0	1	Number	0.252	0.506
337.5	1.5	4	3	Switch	Con	10	1	Physical	0.38	0.488
345	1.5	4	6	Repeat	Inc	0	1	Physical	0.271	0.509
355.5	1.5	4	3	Switch	Inc	0	1	Number	0.323	0.671
363	1.5	4	3	Switch	Con	0	1	Physical	0.277	0.375
370.5	1.5	4	3	Switch	Inc	0	1	Number	0.282	0.686
378	1.5	4	7.5	Repeat	Con	0	1	Number	0.354	0.442
390	1.5	4	3	Repeat	Con	10	1	Number	0.352	0.485
397.5	1.5	4	3	Switch	Inc	0	1	Physical	0.289	0.45
405	1.5	4	3	Repeat	Con	0	1	Physical	0.367	0.408
412.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.326	0.438
420	1.5	4	3	Switch	Con	0	1	Number	0.293	0.418
427.5	1.5	4	3	Switch	Inc	0	1	Physical	0.267	0.446
435	1.5	4	4.5	Switch	Con	0	1	Number	0.329	0.429
444	1.5	4	3	Switch	Inc	0	1	Physical	0.297	0.371
451.5	1.5	4	3	Repeat	Con	0	1	Physical	0.265	0.363
459	1.5	4	3	Switch	Con	10	1	Number	0.317	0.418
466.5	1.5	4	3	Switch	Con	0	1	Physical	0.321	0.397
474	1.5	4	3	Switch	Inc	0	1	Number	0.269	0.615
481.5	1.5	4	3	Repeat	Inc	0	1	Number	0.662	0.484
489	1.5	4	3	Repeat	Inc	0	1	Number	0.588	0.627
0	1.5	5	3	Repeat	Inc	0	1	Number	0.308	0.512
7.5	1.5	5	7.5	Switch	Con	0	1	Physical	0.288	0.369
19.5	1.5	5	3	Repeat	Con	10	1	Physical	0.258	0.377
27	1.5	5	3	Repeat	Con	10	1	Physical	0.395	0.382
34.5	1.5	5	3	Switch	Con	10	1	Number	0.311	0.389
42	1.5	5	3	Switch	Con	0	1	Physical	0.264	0.386
49.5	1.5	5	3	Switch	Inc	0	1	Number	0.282	0.44
57	1.5	5	3	Repeat	Inc	0	1	Number	0.281	0.858
64.5	1.5	5	3	Switch	Con	0	1	Physical	0.306	0.749
72	1.5	5	3	Switch	Inc	0	1	Number	0.242	0.573
79.5	1.5	5	3	Switch	Inc	0	0	Physical	0.307	0.648
87	1.5	5	3	Repeat	Inc	0	1	Physical	0.337	0.505
94.5	1.5	5	4.5	Repeat	Con	10	1	Physical	0.256	0.437
103.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.275	0.396
111	1.5	5	6	Switch	Con	0	1	Number	0.253	0.465
121.5	1.5	5	3	Switch	Inc	0	1	Physical	0.245	0.68
129	1.5	5	3	Switch	Con	0	1	Number	0.314	0.381
136.5	1.5	5	3	Repeat	Con	10	1	Number	0.215	0.379
144	1.5	5	3	Switch	Con	10	1	Physical	0.267	0.381
151.5	1.5	5	4.5	Switch	Inc	0	1	Number	0.386	0.593
160.5	1.5	5	3	Repeat	Con	0	1	Number	0.293	0.428
168	1.5	5	3	Switch	Con	10	1	Physical	0.28	0.382
175.5	1.5	5	3	Repeat	Con	0	1	Physical	0.246	0.395
183	1.5	5	6	Switch	Inc	0	1	Number	0.324	0.432
193.5	1.5	5	3	Switch	Con	10	1	Physical	0.333	0.446
201	1.5	5	3	Repeat	Inc	0	0	Physical	0.522	0.391
208.5	1.5	5	3	Repeat	Inc	10	1	Physical	0.413	0.407
216	1.5	5	3	Repeat	Inc	0	1	Physical	0.269	0.477
223.5	1.5	5	3	Switch	Inc	0	1	Number	0.258	0.494
231	1.5	5	3	Repeat	Con	0	1	Number	0.324	0.408
238.5	1.5	5	3	Switch	Inc	10	1	Physical	0.283	0.395
246	1.5	5	3	Switch	Con	10	1	Number	0.259	0.458
253.5	1.5	5	3	Switch	Con	0	1	Physical	0.297	0.407
261	1.5	5	3	Switch	Inc	0	1	Number	0.612	0.632
268.5	1.5	5	3	Repeat	Inc	0	1	Number	0.317	0.488
276	1.5	5	3	Repeat	Inc	0	1	Number	0.283	0.528
283.5	1.5	5	3	Repeat	Con	10	1	Number	0.296	0.438
291	1.5	5	3	Switch	Con	0	1	Physical	0.081	0.526
298.5	1.5	5	3	Switch	Inc	0	1	Number	0.331	0.531
306	1.5	5	4.5	Repeat	Con	10	1	Number	0.396	0.442
315	1.5	5	3	Switch	Inc	0	1	Physical	0.285	0.797
322.5	1.5	5	3	Repeat	Con	0	1	Physical	0.255	0.378
330	1.5	5	3	Repeat	Inc	0	1	Physical	0.274	0.598
337.5	1.5	5	3	Switch	Con	0	1	Number	0.333	0.384
345	1.5	5	3	Repeat	Inc	0	1	Number	0.363	0.505
352.5	1.5	5	3	Switch	Con	0	1	Physical	0.281	0.363
360	1.5	5	3	Switch	Con	10	1	Number	0.307	0.413
367.5	1.5	5	3	Repeat	Con	10	1	Number	0.697	0.445
375	1.5	5	3	Switch	Inc	0	1	Physical	0.326	0.586
382.5	1.5	5	3	Switch	Inc	0	1	Number	0.163	0.518
390	1.5	5	3	Repeat	Inc	0	1	Number	0.28	0.696
397.5	1.5	5	3	Repeat	Inc	0	1	Number	0.325	0.58
405	1.5	5	3	Switch	Con	0	1	Physical	0.284	0.383
412.5	1.5	5	3	Switch	Inc	0	1	Number	0.277	0.455
420	1.5	5	3	Switch	Con	0	1	Physical	0.317	0.371
427.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.298	0.425
435	1.5	5	3	Repeat	Inc	0	1	Physical	0.374	0.522
442.5	1.5	5	3	Switch	Con	0	1	Number	0.252	0.371
450	1.5	5	3	Switch	Con	0	0	Physical	0.278	0.394
457.5	1.5	5	3	Repeat	Con	0	1	Physical	0.298	0.564
465	1.5	5	3	Switch	Inc	0	1	Number	0.479	0.686
472.5	1.5	5	3	Switch	Con	0	1	Physical	0.438	0.408
480	1.5	5	4.5	Repeat	Inc	0	1	Physical	0.274	0.562
489	1.5	5	3	Switch	Inc	0	1	Number	0.289	0.573
