onset	duration	run	iti	alt	cong	reward	accuracy	task	choiceRT	targetRT
426	1.5	1	3	Switch	Inc	0	0	Physical	0.349	0.434
433.5	1.5	1	3	Repeat	Con	0	1	Physical	0.295	0.369
441	1.5	1	3	Switch	Inc	0	0	Number	0.281	0.493
448.5	1.5	1	6	Repeat	Con	0	1	Number	0.277	0.473
459	1.5	1	3	Switch	Con	0	1	Physical	0.26	0.335
466.5	1.5	1	3	Switch	Con	0	1	Number	0.288	0.435
474	1.5	1	3	Switch	Con	0	1	Physical	0.307	0.37
481.5	1.5	1	3	Repeat	Inc	0	1	Physical	0.289	0.375
489	1.5	1	3	Switch	Con	0	0	Number	0.271	0.325
0	1.5	2	3	Switch	Inc	0	1	Physical	0.334	0.324
7.5	1.5	2	3	Repeat	Con	0	1	Physical	0.296	0.407
15	1.5	2	3	Repeat	Inc	0	1	Physical	0.253	0.329
22.5	1.5	2	3	Repeat	Con	0	1	Physical	0.302	0.43
30	1.5	2	3	Switch	Con	10	1	Number	0.29	0.39
37.5	1.5	2	3	Repeat	Inc	0	0	Number	0.292	0.34
45	1.5	2	3	Switch	Con	10	1	Physical	0.268	0.326
52.5	1.5	2	3	Switch	Con	0	1	Number	0.242	0.334
60	1.5	2	3	Switch	Inc	0	1	Physical	0.239	0.3
67.5	1.5	2	3	Switch	Inc	10	1	Number	0.215	0.442
75	1.5	2	3	Repeat	Inc	0	0	Number	0.229	0.386
82.5	1.5	2	3	Repeat	Con	0	1	Number	0.246	0.396
90	1.5	2	3	Switch	Inc	0	0	Physical	0.291	0.401
97.5	1.5	2	3	Repeat	Con	10	1	Physical	0.279	0.33
105	1.5	2	6	Switch	Con	0	1	Number	0.293	0.334
115.5	1.5	2	3	Repeat	Inc	0	0	Number	0.277	0.311
123	1.5	2	7.5	Repeat	Inc	0	1	Number	0.267	0.469
135	1.5	2	3	Repeat	Con	0	0	Number	0.327	0.459
142.5	1.5	2	6	Switch	Con	10	1	Physical	0.286	0.395
153	1.5	2	3	Switch	Inc	10	1	Number	0.344	0.384
160.5	1.5	2	3	Switch	Con	0	1	Physical	0.267	0.274
168	1.5	2	3	Repeat	Con	10	1	Physical	0.253	0.33
175.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.287	0.329
183	1.5	2	3	Switch	Inc	10	1	Number	0.305	0.422
190.5	1.5	2	3	Switch	Con	10	1	Physical	0.284	0.302
198	1.5	2	3	Repeat	Inc	0	1	Physical	0.3	0.309
205.5	1.5	2	3	Switch	Con	10	1	Number	0.26	0.335
213	1.5	2	3	Switch	Inc	10	1	Physical	0.278	0.318
220.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.319	0.315
228	1.5	2	4.5	Repeat	Inc	10	1	Physical	0.275	0.291
237	1.5	2	4.5	Switch	Con	0	0	Number	0.324	0.388
246	1.5	2	3	Repeat	Inc	0	0	Number	0.282	0.373
253.5	1.5	2	3	Repeat	Inc	0	1	Number	0.327	0.33
261	1.5	2	3	Switch	Inc	0	1	Physical	0.246	0.314
268.5	1.5	2	3	Switch	Inc	0	0	Number	0.351	0.368
276	1.5	2	3	Repeat	Inc	10	1	Number	0.431	0.426
283.5	1.5	2	3	Switch	Con	0	1	Physical	0.308	0.352
291	1.5	2	3	Repeat	Con	0	1	Physical	0.302	0.285
298.5	1.5	2	3	Repeat	Inc	10	1	Physical	0.243	0.38
306	1.5	2	3	Switch	Con	0	0	Number	0.253	0.314
313.5	1.5	2	3	Switch	Inc	0	1	Physical	0.301	0.349
321	1.5	2	3	Switch	Inc	0	0	Number	0.253	0.327
328.5	1.5	2	4.5	Repeat	Inc	0	0	Number	0.269	0.403
337.5	1.5	2	3	Switch	Inc	0	1	Physical	0.351	0.318
345	1.5	2	3	Repeat	Con	0	1	Physical	0.277	0.389
352.5	1.5	2	3	Switch	Con	10	1	Number	0.259	0.311
360	1.5	2	3	Switch	Inc	0	1	Physical	0.281	0.339
367.5	1.5	2	3	Repeat	Con	0	1	Physical	0.3	0.3
375	1.5	2	3	Repeat	Inc	0	1	Physical	0.225	0.308
382.5	1.5	2	3	Switch	Inc	0	0	Number	0.297	0.302
390	1.5	2	3	Switch	Con	0	0	Physical	0.24	0.304
397.5	1.5	2	3	Repeat	Inc	0	1	Physical	0.241	0.292
405	1.5	2	3	Switch	Con	10	1	Number	0.264	0.403
412.5	1.5	2	3	Switch	Con	0	1	Physical	0.329	0.321
420	1.5	2	3	Switch	Con	0	1	Number	0.287	0.389
427.5	1.5	2	3	Repeat	Con	0	0	Number	0.276	0.319
435	1.5	2	3	Switch	Con	0	1	Physical	0.299	0.282
442.5	1.5	2	3	Switch	Inc	0	0	Number	0.261	0.358
450	1.5	2	3	Repeat	Con	0	1	Number	0.276	0.312
457.5	1.5	2	3	Switch	Inc	0	0	Physical	0.278	0.31
465	1.5	2	4.5	Repeat	Con	0	1	Physical	0.291	0.424
474	1.5	2	3	Switch	Con	0	0	Number	0.253	0.309
481.5	1.5	2	3	Repeat	Con	0	1	Number	0.359	0.374
489	1.5	2	3	Switch	Con	0	1	Physical	0.273	0.312
0	1.5	3	3	Switch	Con	0	0	Number	0.586	0.512
7.5	1.5	3	4.5	Switch	Inc	0	1	Physical	0.301	0.355
16.5	1.5	3	3	Switch	Con	0	1	Number	0.309	0.367
24	1.5	3	3	Switch	Inc	0	1	Physical	0.28	0.328
31.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.298	0.449
39	1.5	3	3	Switch	Inc	0	1	Number	0.173	0.407
46.5	1.5	3	3	Switch	Inc	10	1	Physical	0.276	0.266
54	1.5	3	3	Switch	Inc	0	0	Number	0.284	0.324
61.5	1.5	3	3	Repeat	Con	0	0	Number	0.235	0.316
69	1.5	3	3	Switch	Inc	10	1	Physical	0.293	0.304
76.5	1.5	3	3	Switch	Inc	10	1	Number	0.266	0.444
84	1.5	3	3	Switch	Con	0	1	Physical	0.294	0.312
91.5	1.5	3	3	Repeat	Con	10	1	Physical	0.216	0.347
99	1.5	3	3	Switch	Inc	0	1	Number	0.23	0.332
106.5	1.5	3	3	Repeat	Con	0	0	Number	0.275	0.296
114	1.5	3	3	Switch	Con	0	1	Physical	0.325	0.302
121.5	1.5	3	3	Switch	Inc	0	0	Number	0.267	0.348
129	1.5	3	7.5	Repeat	Con	0	1	Number	0.254	0.277
141	1.5	3	3	Switch	Con	0	1	Physical	0.325	0.319
148.5	1.5	3	6	Switch	Con	10	1	Number	0.266	0.374
159	1.5	3	3	Repeat	Con	0	1	Number	0.367	0.331
166.5	1.5	3	3	Repeat	Inc	0	0	Number	0.378	0.362
174	1.5	3	3	Switch	Inc	10	1	Physical	0.304	0.291
181.5	1.5	3	4.5	Repeat	Con	10	1	Physical	0.273	0.326
190.5	1.5	3	3	Switch	Con	0	1	Number	0.349	0.311
198	1.5	3	3	Repeat	Inc	0	1	Number	0.952	0.749
205.5	1.5	3	4.5	Repeat	Con	10	1	Number	0.259	0.305
214.5	1.5	3	3	Switch	Con	10	1	Physical	0.279	0.316
222	1.5	3	3	Repeat	Con	0	1	Physical	0.583	0.324
229.5	1.5	3	3	Switch	Inc	10	1	Number	0.267	0.377
237	1.5	3	3	Switch	Inc	10	1	Physical	0.243	0.23
244.5	1.5	3	3	Switch	Con	0	0	Number	0.3	0.304
252	1.5	3	3	Repeat	Inc	0	0	Number	0.252	0.372
259.5	1.5	3	4.5	Repeat	Con	0	1	Number	0.361	0.328
268.5	1.5	3	3	Switch	Con	10	1	Physical	0.317	0.317
276	1.5	3	3	Switch	Inc	0	0	Number	0.304	0.306
283.5	1.5	3	3	Switch	Inc	0	1	Physical	0.306	0.273
291	1.5	3	3	Switch	Con	0	0	Number	0.32	0.324
298.5	1.5	3	3	Repeat	Inc	0	0	Number	0.286	0.372
306	1.5	3	3	Repeat	Inc	10	1	Number	0.252	0.369
313.5	1.5	3	3	Switch	Con	0	1	Physical	0.345	0.393
321	1.5	3	3	Switch	Inc	10	1	Number	0.317	0.338
328.5	1.5	3	3	Switch	Inc	0	1	Physical	0.284	0.283
336	1.5	3	3	Switch	Inc	0	1	Number	0.258	0.425
343.5	1.5	3	3	Repeat	Con	0	0	Number	0.298	0.365
351	1.5	3	3	Switch	Con	0	0	Physical	0.303	0.313
358.5	1.5	3	3	Repeat	Inc	0	0	Physical	0.263	0.486
366	1.5	3	3	Repeat	Con	0	0	Physical	0.233	0.314
373.5	1.5	3	3	Switch	Inc	10	1	Number	0.338	0.299
381	1.5	3	3	Switch	Inc	0	1	Physical	0.291	0.321
388.5	1.5	3	3	Repeat	Inc	0	1	Physical	0.288	0.333
396	1.5	3	3	Switch	Con	10	1	Number	0.271	0.366
403.5	1.5	3	3	Repeat	Inc	0	0	Number	0.285	0.336
411	1.5	3	6	Switch	Inc	0	0	Physical	0.244	0.319
421.5	1.5	3	3	Repeat	Con	0	0	Physical	0.315	0.281
429	1.5	3	3	Repeat	Inc	0	1	Physical	0.33	0.353
436.5	1.5	3	3	Switch	Con	0	1	Number	0.496	0.426
444	1.5	3	3	Repeat	Inc	0	0	Number	0.332	0.332
451.5	1.5	3	3	Repeat	Inc	0	0	Number	0.274	0.383
459	1.5	3	3	Repeat	Con	0	1	Number	0.297	0.352
466.5	1.5	3	3	Repeat	Con	0	1	Number	0.3	0.322
474	1.5	3	3	Switch	Con	0	1	Physical	0.336	0.301
481.5	1.5	3	3	Switch	Con	0	0	Number	0.241	0.324
489	1.5	3	3	Repeat	Con	0	1	Number	0.238	0.351
0	1.5	4	3	Switch	Con	10	1	Physical	0.627	0.407
7.5	1.5	4	3	Repeat	Con	0	1	Physical	0.305	0.369
15	1.5	4	4.5	Switch	Inc	0	1	Number	0.319	0.434
24	1.5	4	3	Switch	Inc	0	0	Physical	0.307	0.347
31.5	1.5	4	3	Switch	Con	10	1	Number	0.31	0.342
39	1.5	4	3	Switch	Con	0	1	Physical	0.263	0.327
46.5	1.5	4	3	Repeat	Inc	0	1	Physical	0.386	0.396
54	1.5	4	3	Switch	Inc	0	0	Number	0.259	0.39
61.5	1.5	4	4.5	Repeat	Inc	10	1	Number	0.301	0.421
70.5	1.5	4	3	Switch	Inc	0	1	Physical	0.279	0.399
78	1.5	4	3	Repeat	Inc	0	1	Physical	0.327	0.427
85.5	1.5	4	3	Switch	Con	10	1	Number	0.261	0.34
93	1.5	4	3	Switch	Inc	0	1	Physical	0.492	0.375
100.5	1.5	4	3	Switch	Inc	10	1	Number	0.358	0.398
108	1.5	4	3	Repeat	Con	0	1	Number	0.374	0.391
115.5	1.5	4	3	Switch	Inc	0	0	Physical	0.364	0.364
123	1.5	4	4.5	Repeat	Con	0	1	Physical	0.314	0.423
132	1.5	4	3	Switch	Con	10	1	Number	0.728	0.49
139.5	1.5	4	3	Switch	Con	10	1	Physical	0.294	0.374
147	1.5	4	3	Repeat	Inc	0	1	Physical	0.373	0.417
154.5	1.5	4	3	Switch	Inc	0	0	Number	0.287	0.342
162	1.5	4	3	Repeat	Con	0	1	Number	0.28	0.339
169.5	1.5	4	3	Repeat	Con	0	1	Number	0.419	0.404
177	1.5	4	3	Switch	Con	0	1	Physical	0.269	0.311
184.5	1.5	4	6	Switch	Con	10	1	Number	0.303	0.342
195	1.5	4	3	Switch	Con	10	1	Physical	0.331	0.342
202.5	1.5	4	3	Switch	Inc	0	0	Number	0.309	0.391
210	1.5	4	3	Repeat	Con	10	1	Number	0.258	0.431
217.5	1.5	4	3	Switch	Con	10	1	Physical	0.319	0.33
225	1.5	4	4.5	Repeat	Inc	0	1	Physical	0.3	0.358
234	1.5	4	3	Switch	Con	0	0	Number	0.304	0.326
241.5	1.5	4	3	Switch	Inc	0	1	Physical	0.382	0.451
249	1.5	4	3	Switch	Inc	0	0	Number	0.256	0.344
256.5	1.5	4	3	Repeat	Con	10	1	Number	0.281	0.369
264	1.5	4	3	Switch	Con	10	1	Physical	0.31	0.401
271.5	1.5	4	3	Repeat	Con	10	1	Physical	0.282	0.326
279	1.5	4	3	Switch	Inc	0	1	Number	0.276	0.396
286.5	1.5	4	3	Switch	Con	0	1	Physical	0.658	0.388
294	1.5	4	3	Repeat	Inc	10	1	Physical	0.282	0.318
301.5	1.5	4	3	Switch	Con	0	0	Number	0.302	0.521
309	1.5	4	3	Repeat	Inc	0	0	Number	0.385	0.356
316.5	1.5	4	3	Repeat	Inc	0	1	Number	0.307	0.401
324	1.5	4	3	Switch	Con	0	1	Physical	0.238	0.322
331.5	1.5	4	3	Switch	Inc	0	1	Number	0.3	0.434
339	1.5	4	3	Switch	Inc	0	0	Physical	0.328	0.604
346.5	1.5	4	3	Repeat	Con	0	1	Physical	0.291	0.396
354	1.5	4	3	Switch	Con	0	1	Number	0.345	0.364
361.5	1.5	4	3	Repeat	Inc	0	1	Number	0.322	0.437
369	1.5	4	3	Switch	Con	0	1	Physical	0.353	0.386
376.5	1.5	4	3	Repeat	Inc	0	0	Physical	0.374	0.402
384	1.5	4	3	Repeat	Inc	10	1	Physical	0.309	0.389
391.5	1.5	4	3	Switch	Inc	0	0	Number	0.271	0.325
399	1.5	4	3	Repeat	Con	0	1	Number	0.254	0.343
406.5	1.5	4	3	Switch	Inc	0	1	Physical	0.325	0.345
414	1.5	4	3	Switch	Inc	0	1	Number	0.272	0.43
421.5	1.5	4	3	Switch	Con	0	1	Physical	0.302	0.539
429	1.5	4	3	Switch	Inc	0	0	Number	0.333	0.365
436.5	1.5	4	7.5	Repeat	Con	0	1	Number	0.353	0.403
448.5	1.5	4	3	Repeat	Con	0	1	Number	0.349	0.358
456	1.5	4	3	Switch	Inc	0	1	Physical	0.32	0.318
463.5	1.5	4	3	Switch	Inc	0	1	Number	0.287	0.398
471	1.5	4	3	Switch	Con	0	1	Physical	0.311	0.383
478.5	1.5	4	3	Repeat	Con	0	1	Physical	0.308	0.326
486	1.5	4	6	Switch	Inc	0	0	Number	0.282	0.275
0	1.5	5	3	Switch	Con	0	1	Physical	0.284	0.359
7.5	1.5	5	3	Switch	Con	10	1	Number	0.298	0.436
15	1.5	5	3	Repeat	Inc	0	1	Number	0.563	0.598
22.5	1.5	5	3	Switch	Inc	10	1	Physical	0.371	0.308
30	1.5	5	3	Repeat	Con	0	0	Physical	0.354	0.368
37.5	1.5	5	3	Repeat	Con	10	1	Physical	0.368	0.369
45	1.5	5	6	Switch	Inc	10	1	Number	0.285	0.424
55.5	1.5	5	3	Switch	Inc	0	0	Physical	0.325	0.474
63	1.5	5	3	Switch	Inc	0	1	Number	0.427	0.483
70.5	1.5	5	3	Repeat	Inc	0	1	Number	0.408	0.362
78	1.5	5	3	Switch	Con	10	1	Physical	0.292	0.309
85.5	1.5	5	3	Switch	Con	0	1	Number	0.289	0.352
93	1.5	5	3	Switch	Con	10	1	Physical	0.332	0.304
100.5	1.5	5	6	Switch	Inc	0	0	Number	0.294	0.372
111	1.5	5	3	Repeat	Inc	0	0	Number	0.372	0.396
118.5	1.5	5	3	Switch	Con	10	1	Physical	0.299	0.408
126	1.5	5	3	Switch	Con	0	1	Number	0.577	0.357
133.5	1.5	5	3	Repeat	Inc	0	0	Number	0.307	0.407
141	1.5	5	4.5	Repeat	Inc	0	1	Number	0.507	0.46
150	1.5	5	3	Switch	Con	0	1	Physical	0.296	0.34
157.5	1.5	5	3	Switch	Con	0	1	Number	0.569	0.624
165	1.5	5	3	Repeat	Con	0	0	Number	0.499	0.439
172.5	1.5	5	4.5	Switch	Inc	0	1	Physical	0.437	0.345
181.5	1.5	5	3	Switch	Inc	0	1	Number	0.27	0.442
189	1.5	5	3	Switch	Inc	10	1	Physical	0.29	0.366
196.5	1.5	5	3	Repeat	Con	0	1	Physical	0.298	0.345
204	1.5	5	3	Repeat	Con	10	1	Physical	0.282	0.355
211.5	1.5	5	3	Switch	Inc	0	0	Number	0.318	0.33
219	1.5	5	3	Repeat	Inc	10	1	Number	0.265	0.359
226.5	1.5	5	3	Switch	Inc	10	1	Physical	0.318	0.367
234	1.5	5	3	Switch	Con	0	1	Number	0.33	0.377
241.5	1.5	5	3	Repeat	Con	0	1	Number	0.296	0.336
249	1.5	5	3	Switch	Inc	0	1	Physical	0.432	0.379
256.5	1.5	5	3	Switch	Inc	0	0	Number	0.247	0.381
264	1.5	5	3	Switch	Con	0	0	Physical	0.32	0.36
271.5	1.5	5	3	Switch	Con	10	1	Number	0.495	0.424
279	1.5	5	3	Switch	Inc	0	1	Physical	0.291	0.336
286.5	1.5	5	3	Switch	Inc	0	0	Number	0.279	0.306
294	1.5	5	3	Repeat	Con	10	1	Number	0.337	0.418
301.5	1.5	5	3	Repeat	Inc	0	0	Number	0.306	0.367
309	1.5	5	3	Switch	Con	0	1	Physical	0.308	0.325
316.5	1.5	5	3	Switch	Con	0	0	Number	0.214	0.407
324	1.5	5	4.5	Repeat	Con	10	1	Number	0.331	0.433
333	1.5	5	3	Switch	Inc	0	0	Physical	0.305	0.419
340.5	1.5	5	3	Repeat	Con	0	1	Physical	0.616	0.422
348	1.5	5	3	Switch	Con	0	1	Number	0.281	0.384
355.5	1.5	5	3	Repeat	Con	0	1	Number	0.305	0.364
363	1.5	5	3	Switch	Inc	0	1	Physical	0.314	0.346
370.5	1.5	5	3	Switch	Con	10	1	Number	0.355	0.408
378	1.5	5	3	Switch	Con	0	1	Physical	0.313	0.319
385.5	1.5	5	3	Repeat	Con	0	1	Physical	0.353	0.286
393	1.5	5	3	Switch	Inc	0	0	Number	0.248	0.323
400.5	1.5	5	7.5	Repeat	Inc	0	0	Number	0.252	0.353
412.5	1.5	5	3	Repeat	Inc	0	0	Number	0.298	0.418
420	1.5	5	3	Switch	Inc	0	1	Physical	0.433	0.401
427.5	1.5	5	3	Repeat	Inc	0	1	Physical	0.29	0.571
435	1.5	5	3	Switch	Inc	0	1	Number	0.318	0.39
442.5	1.5	5	3	Switch	Con	0	1	Physical	0.732	0.425
450	1.5	5	3	Switch	Inc	0	1	Number	0.593	0.526
457.5	1.5	5	3	Repeat	Con	0	1	Number	0.381	0.5
465	1.5	5	4.5	Switch	Con	0	1	Physical	0.371	0.336
474	1.5	5	3	Switch	Inc	0	0	Number	0.297	0.302
481.5	1.5	5	3	Repeat	Inc	0	0	Number	0.282	0.353
489	1.5	5	3	Repeat	Con	0	1	Number	0.536	0.536
